特效ID,注释,"作用对象(0.全体,1.目标,2.目标方全体,3.目标方随机单体,4，目标方随机2人，5.目标方随机3人，6.目标方随机4人，11.释放者,12.释放者方全体,13.释放者方随机单体,14. 释放者方目标单体 其它.特殊规则待扩展)",BUFF时机（1.施放技能前，2.施放技能后，3.进入战斗回合，4.死亡时）,"触发条件(-1.击中目标时,-2.没击中目标时,0.一定触发,1-100.概率触发)","效果持续回合(-2.失去目标前有效,-1.当前战斗结束前有效,0.使用完立刻失效,>0.轮到作用对象行动时减1回合，减到0则效果消失)",每减少一个回合时触发的效果，引用本表id,效果结束时触发的效果，0则不触发任何效果，引用本表id(例如预知未来),类别ID,"同效果叠加(0:新生成,1:回合相加,2:无效,3:覆盖,4:同类型叠加,5:同类型无效,6:同类型覆盖)","效果类型(1正面效果,2负面效果)",效果(说明文字，程序不用),效果的持续特效资源,物攻提升百分比,物防提升百分比,特攻提升百分比,特防提升百分比,速度提升百分比,命中提升百分比,闪避提升百分比,暴击率提升百分比,暴击伤害提升百分比,最终伤害提升百分比,回复（释放者）物攻值百分比的生命值,回复（释放者）特攻值百分比的生命值,回复（释放者）生命上限百分比的生命值,回复（释放者）当前生命值百分比的生命值,回复（目标）物攻值百分比的生命值,回复（目标）特攻值百分比的生命值,回复（目标）生命上限百分比的生命值,回复（目标）当前生命值百分比的生命值,回复造成伤害百分比的生命值,随机使用技能,随机攻击目标,不能行动,解除所有负面效果,恢复SP,火系技能威力提升百分比,水系技能威力提升百分比,草系技能威力提升百分比,妖系技能威力提升百分比,恶系技能威力提升百分比,龙系技能威力提升百分比,冰系技能威力百分比,鬼系技能威力百分比,普通系技能威力,电系技能威力,虫系技能威力,飞行系技能威力,地面系技能威力,岩石系技能威力,格斗系技能威力,超能系技能威力,钢系技能威力,毒系技能威力,物理系技能威力提升百分比,特攻系技能威力提升百分比
51313,13,11,2,0,2,,,13,5,1,释放者特防LV3,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51314,14,11,2,0,2,,,13,5,1,释放者特防LV4,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51315,15,11,2,0,2,,,13,5,1,释放者特防LV5,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51316,16,11,2,0,2,,,13,5,1,释放者特防LV6,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51317,17,11,2,0,2,,,13,5,1,释放者特防LV7,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51318,18,11,2,0,2,,,13,5,1,释放者特防LV8,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51319,19,11,2,0,2,,,13,5,1,释放者特防LV9,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51320,20,11,2,0,2,,,13,5,1,释放者特防LV10,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51401,1,1,2,0,2,,,14,5,2,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51402,2,1,2,0,2,,,14,5,2,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51403,3,1,2,0,2,,,14,5,2,,,,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51404,4,1,2,0,2,,,14,5,2,,,,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51405,5,1,2,0,2,,,14,5,2,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51406,6,1,2,0,2,,,14,5,2,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51407,7,1,2,0,2,,,14,5,2,,,,,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51408,8,1,2,0,2,,,14,5,2,,,,,,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51409,9,1,2,0,2,,,14,5,2,,,,,,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51410,10,1,2,0,2,,,14,5,2,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51501,1,1,2,0,2,,,15,5,1,速度LV1,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51502,2,1,2,0,2,,,15,5,1,速度LV2,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51503,3,1,2,0,2,,,15,5,1,速度LV3,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51504,4,1,2,0,2,,,15,5,1,速度LV4,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51505,5,1,2,0,2,,,15,5,1,速度LV5,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51506,6,1,2,0,2,,,15,5,1,速度LV6,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51507,7,1,2,0,2,,,15,5,1,速度LV7,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51508,8,1,2,0,2,,,15,5,1,速度LV8,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51509,9,1,2,0,2,,,15,5,1,速度LV9,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51510,10,1,2,0,2,,,15,5,1,速度LV10,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51601,1,1,2,0,2,,,16,5,2,,,,,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51602,2,1,2,0,2,,,16,5,2,,,,,,,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51603,3,1,2,0,2,,,16,5,2,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51604,4,1,2,0,2,,,16,5,2,,,,,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51605,5,1,2,0,2,,,16,5,2,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51606,6,1,2,0,2,,,16,5,2,,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51607,7,1,2,0,2,,,16,5,2,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51608,8,1,2,0,2,,,16,5,2,,,,,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51609,9,1,2,0,2,,,16,5,2,,,,,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51610,10,1,2,0,2,,,16,5,2,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51701,1,1,2,0,2,,,17,5,1,暴击LV1,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51702,2,1,2,0,2,,,17,5,1,暴击LV2,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51703,3,1,2,0,2,,,17,5,1,暴击LV3,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51704,4,1,2,0,2,,,17,5,1,暴击LV4,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51705,5,1,2,0,2,,,17,5,1,暴击LV5,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51706,6,1,2,0,2,,,17,5,1,暴击LV6,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51707,7,1,2,0,2,,,17,5,1,暴击LV7,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51708,8,1,2,0,2,,,17,5,1,暴击LV8,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51709,9,1,2,0,2,,,17,5,1,暴击LV9,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51710,10,1,2,0,2,,,17,5,1,暴击LV10,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51801,1,1,2,0,2,,,18,5,2,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51802,2,1,2,0,2,,,18,5,2,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51803,3,1,2,0,2,,,18,5,2,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51804,4,1,2,0,2,,,18,5,2,,,,,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51805,5,1,2,0,2,,,18,5,2,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51806,6,1,2,0,2,,,18,5,2,,,,,,,,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51807,7,1,2,0,2,,,18,5,2,,,,,,,,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51808,8,1,2,0,2,,,18,5,2,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51809,9,1,2,0,2,,,18,5,2,,,,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51810,10,1,2,0,2,,,18,5,2,,,,,,,,,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51901,1,1,2,0,2,,,19,5,1,命中LV1,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51902,2,1,2,0,2,,,19,5,1,命中LV2,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51903,3,1,2,0,2,,,19,5,1,命中LV3,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51904,4,1,2,0,2,,,19,5,1,命中LV4,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51905,5,1,2,0,2,,,19,5,1,命中LV5,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51906,6,1,2,0,2,,,19,5,1,命中LV6,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51907,7,1,2,0,2,,,19,5,1,命中LV7,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51908,8,1,2,0,2,,,19,5,1,命中LV8,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51909,9,1,2,0,2,,,19,5,1,命中LV9,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51910,10,1,2,0,2,,,19,5,1,命中LV10,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52001,1,1,2,0,2,,,20,5,2,夜幕LV1,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52002,2,1,2,0,2,,,20,5,2,夜幕LV2,,,,,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52003,3,1,2,0,2,,,20,5,2,夜幕LV3,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52004,4,1,2,0,2,,,20,5,2,夜幕LV4,,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52005,5,1,2,0,2,,,20,5,2,夜幕LV5,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52006,6,1,2,0,2,,,20,5,2,夜幕LV6,,,,,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52007,7,1,2,0,2,,,20,5,2,夜幕LV7,,,,,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52008,8,1,2,0,2,,,20,5,2,夜幕LV8,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52009,9,1,2,0,2,,,20,5,2,夜幕LV9,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52010,10,1,2,0,2,,,20,5,2,夜幕LV10,,,,,,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52101,1,1,2,0,2,,,21,5,1,闪避LV1,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52102,2,1,2,0,2,,,21,5,1,闪避LV2,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52103,3,1,2,0,2,,,21,5,1,闪避LV3,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52104,4,1,2,0,2,,,21,5,1,闪避LV4,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52105,5,1,2,0,2,,,21,5,1,闪避LV5,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52106,6,1,2,0,2,,,21,5,1,闪避LV6,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52107,7,1,2,0,2,,,21,5,1,闪避LV7,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52108,8,1,2,0,2,,,21,5,1,闪避LV8,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52109,9,1,2,0,2,,,21,5,1,闪避LV9,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52110,10,1,2,0,2,,,21,5,1,闪避LV10,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52111,11,11,2,0,2,,,21,5,1,自身闪避LV1,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52112,12,11,2,0,2,,,21,5,1,自身闪避LV2,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52113,13,11,2,0,2,,,21,5,1,自身闪避LV3,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52114,14,11,2,0,2,,,21,5,1,自身闪避LV4,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52115,15,11,2,0,2,,,21,5,1,自身闪避LV5,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52116,16,11,2,0,2,,,21,5,1,自身闪避LV6,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52117,17,11,2,0,2,,,21,5,1,自身闪避LV7,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52118,18,11,2,0,2,,,21,5,1,自身闪避LV8,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52119,19,11,2,0,2,,,21,5,1,自身闪避LV9,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52120,20,11,2,0,2,,,21,5,1,自身闪避LV10,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52201,1,1,2,0,2,,,22,5,2,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52202,2,1,2,0,2,,,22,5,2,,,,,,,,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52203,3,1,2,0,2,,,22,5,2,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52204,4,1,2,0,2,,,22,5,2,,,,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52205,5,1,2,0,2,,,22,5,2,,,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52206,6,1,2,0,2,,,22,5,2,,,,,,,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52207,7,1,2,0,2,,,22,5,2,,,,,,,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52208,8,1,2,0,2,,,22,5,2,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52209,9,1,2,0,2,,,22,5,2,,,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52210,10,1,2,0,2,,,22,5,2,,,,,,,,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52301,1,1,2,0,2,,,23,5,1,伤害加成LV1,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52302,2,1,2,0,2,,,23,5,1,伤害加成LV2,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52303,3,1,2,0,2,,,23,5,1,伤害加成LV3,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52304,4,1,2,0,2,,,23,5,1,伤害加成LV4,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52305,5,1,2,0,2,,,23,5,1,伤害加成LV5,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52306,6,1,2,0,2,,,23,5,1,伤害加成LV6,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52307,7,1,2,0,2,,,23,5,1,伤害加成LV7,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52308,8,1,2,0,2,,,23,5,1,伤害加成LV8,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52309,9,1,2,0,2,,,23,5,1,伤害加成LV9,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52310,10,1,2,0,2,,,23,5,1,伤害加成LV10,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52401,1,1,2,0,2,,,24,5,2,威慑LV1,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52402,2,1,2,0,2,,,24,5,2,威慑LV2,,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52403,3,1,2,0,2,,,24,5,2,威慑LV3,,,,,,,,,,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52404,4,1,2,0,2,,,24,5,2,威慑LV4,,,,,,,,,,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52405,5,1,2,0,2,,,24,5,2,威慑LV5,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52406,6,1,2,0,2,,,24,5,2,威慑LV6,,,,,,,,,,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52407,7,1,2,0,2,,,24,5,2,威慑LV7,,,,,,,,,,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52408,8,1,2,0,2,,,24,5,2,威慑LV8,,,,,,,,,,,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52409,9,1,2,0,2,,,24,5,2,威慑LV9,,,,,,,,,,,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52410,10,1,2,0,2,,,24,5,2,威慑LV10,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52501,1,11,2,0,2,,,25,5,1,炎魂LV1,,0.11,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52502,2,11,2,0,2,,,25,5,1,炎魂LV2,,0.12,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52503,3,11,2,0,2,,,25,5,1,炎魂LV3,,0.13,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52504,4,11,2,0,2,,,25,5,1,炎魂LV4,,0.14,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52505,5,11,2,0,2,,,25,5,1,炎魂LV5,,0.15,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52506,6,11,2,0,2,,,25,5,1,炎魂LV6,,0.16,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52507,7,11,2,0,2,,,25,5,1,炎魂LV7,,0.17,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52508,8,11,2,0,2,,,25,5,1,炎魂LV8,,0.18,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52509,9,11,2,0,2,,,25,5,1,炎魂LV9,,0.19,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52510,10,11,2,0,2,,,25,5,1,炎魂LV10,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52601,1,11,2,0,2,,,26,5,2,诅咒LV1,,-0.11,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52602,2,11,2,0,2,,,26,5,2,诅咒LV2,,-0.12,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52603,3,11,2,0,2,,,26,5,2,诅咒LV3,,-0.13,,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52604,4,11,2,0,2,,,26,5,2,诅咒LV4,,-0.14,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52605,5,11,2,0,2,,,26,5,2,诅咒LV5,,-0.15,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52606,6,11,2,0,2,,,26,5,2,诅咒LV6,,-0.16,,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52607,7,11,2,0,2,,,26,5,2,诅咒LV7,,-0.17,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52608,8,11,2,0,2,,,26,5,2,诅咒LV8,,-0.18,,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52609,9,11,2,0,2,,,26,5,2,诅咒LV9,,-0.19,,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52610,10,11,2,0,2,,,26,5,2,诅咒LV10,,-0.2,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52701,1,11,2,0,0,,,27,5,1,自愈LV1,,,,,,,,,,,,,,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52702,2,11,2,0,0,,,27,5,1,自愈LV2,,,,,,,,,,,,,,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52703,3,11,2,0,0,,,27,5,1,自愈LV3,,,,,,,,,,,,,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52704,4,11,2,0,0,,,27,5,1,自愈LV4,,,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52705,5,11,2,0,0,,,27,5,1,自愈LV5,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52706,6,11,2,0,0,,,27,5,1,自愈LV6,,,,,,,,,,,,,,0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52707,7,11,2,0,0,,,27,5,1,自愈LV7,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52708,8,11,2,0,0,,,27,5,1,自愈LV8,,,,,,,,,,,,,,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52709,9,11,2,0,0,,,27,5,1,自愈LV9,,,,,,,,,,,,,,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52710,10,11,2,0,0,,,27,5,1,自愈LV10,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52801,1,11,2,0,0,,,28,5,2,,,,,,,,,,,,,,,-0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52802,2,11,2,0,0,,,28,5,2,,,,,,,,,,,,,,,-0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52803,3,11,2,0,0,,,28,5,2,,,,,,,,,,,,,,,-0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52804,4,11,2,0,0,,,28,5,2,,,,,,,,,,,,,,,-0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52805,5,11,2,0,0,,,28,5,2,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52806,6,11,2,0,0,,,28,5,2,,,,,,,,,,,,,,,-0.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52807,7,11,2,0,0,,,28,5,2,,,,,,,,,,,,,,,-0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52808,8,11,2,0,0,,,28,5,2,,,,,,,,,,,,,,,-0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52809,9,11,2,0,0,,,28,5,2,,,,,,,,,,,,,,,-0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52810,10,11,2,0,0,,,28,5,2,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52901,1,1,2,0,0,,,29,5,1,光合作用LV1,,,,,,,,,,,,,,0.044,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,
52902,2,1,2,0,0,,,29,5,1,光合作用LV2,,,,,,,,,,,,,,0.048,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,
52903,3,1,2,0,0,,,29,5,1,光合作用LV3,,,,,,,,,,,,,,0.052,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,
52904,4,1,2,0,0,,,29,5,1,光合作用LV4,,,,,,,,,,,,,,0.056,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,
