关卡id,关卡id分段注释,宝可梦id（填-1是随机宝可梦）,等级,阵型所属格子,携带技能(不填为宝可梦该等级所拥有的技能）,BOSS缩放,固定血量值,血量个体值,物攻个体值,特攻个体值,物防个体值,特防个体值,速度个体值,血量努力值,物攻努力值,特攻努力值,物防努力值,特防努力值,速度努力值,亲密度等级,星级,增益效果1,增益效果1参数,增益效果2,增益效果2参数,死亡时增加的血量努力值,死亡时增加的物攻努力值,死亡时增加的特攻努力值,死亡时增加的物防努力值,死亡时增加的特防努力值,死亡时增加的速度努力值,亲密度增加经验
2781,,301382,99,5,,,,2011,2011,2011,2011,2011,2011,0,0,0,0,0,0,24,20,,,,,,,,,,,
2781,,1657,99,7,,,,2011,2011,2011,2011,2011,2011,0,0,0,0,0,0,24,20,,,,,,,,,,,
2781,,301003,99,9,,,,2011,2011,2011,2011,2011,2011,0,0,0,0,0,0,24,20,,,,,,,,,,,
2782,,301385,99,1,,,,2012,2012,2012,2012,2012,2012,0,0,0,0,0,0,24,20,,,,,,,,,,,
2782,,1199,99,5,,,,2012,2012,2012,2012,2012,2012,0,0,0,0,0,0,24,20,,,,,,,,,,,
2782,,1003,99,6,,,,2012,2012,2012,2012,2012,2012,0,0,0,0,0,0,24,20,,,,,,,,,,,
2782,,301003,99,7,,,,2012,2012,2012,2012,2012,2012,0,0,0,0,0,0,24,20,,,,,,,,,,,
2782,,1334,99,8,,,,2012,2012,2012,2012,2012,2012,0,0,0,0,0,0,24,20,,,,,,,,,,,
2782,,301718,99,9,,,,2012,2012,2012,2012,2012,2012,0,0,0,0,0,0,24,20,,,,,,,,,,,
2783,,301018,99,1,,,,2013,2013,2013,2013,2013,2013,0,0,0,0,0,0,24,20,,,,,,,,,,,
2783,,1055,99,2,,,,2013,2013,2013,2013,2013,2013,0,0,0,0,0,0,24,20,,,,,,,,,,,
2783,,301359,99,4,,,,2013,2013,2013,2013,2013,2013,0,0,0,0,0,0,24,20,,,,,,,,,,,
2783,,301334,99,5,,,,2013,2013,2013,2013,2013,2013,0,0,0,0,0,0,24,20,,,,,,,,,,,
2783,,1156,99,7,,,,2013,2013,2013,2013,2013,2013,0,0,0,0,0,0,24,20,,,,,,,,,,,
2783,,301302,99,9,,,,2013,2013,2013,2013,2013,2013,0,0,0,0,0,0,24,20,,,,,,,,,,,
2784,,301354,99,2,,,,2014,2014,2014,2014,2014,2014,0,0,0,0,0,0,24,20,,,,,,,,,,,
2784,,1160,99,3,,,,2014,2014,2014,2014,2014,2014,0,0,0,0,0,0,24,20,,,,,,,,,,,
2784,,1251,99,4,,,,2014,2014,2014,2014,2014,2014,0,0,0,0,0,0,24,20,,,,,,,,,,,
2784,,301384,99,6,,,,2014,2014,2014,2014,2014,2014,0,0,0,0,0,0,24,20,,,,,,,,,,,
2784,,1123,99,8,,,,2014,2014,2014,2014,2014,2014,0,0,0,0,0,0,24,20,,,,,,,,,,,
2784,,301251,99,1,,,,2014,2014,2014,2014,2014,2014,0,0,0,0,0,0,24,20,,,,,,,,,,,
2785,,301254,99,2,,,,2015,2015,2015,2015,2015,2015,0,0,0,0,0,0,24,20,,,,,,,,,,,
2785,,1903,99,3,,,,2015,2015,2015,2015,2015,2015,0,0,0,0,0,0,24,20,,,,,,,,,,,
2785,,1249,99,4,,,,2015,2015,2015,2015,2015,2015,0,0,0,0,0,0,24,20,,,,,,,,,,,
2785,,1647,99,5,,,,2015,2015,2015,2015,2015,2015,0,0,0,0,0,0,24,20,,,,,,,,,,,
2785,,1199,99,7,,,,2015,2015,2015,2015,2015,2015,0,0,0,0,0,0,24,20,,,,,,,,,,,
2785,,301475,99,9,,1.6,449550,2015,9083,9083,2015,2015,3224,2015,2015,2015,2015,2015,2015,24,20,,,,,,,,,,,
2786,,301181,99,3,,,,2016,2016,2016,2016,2016,2016,0,0,0,0,0,0,24,20,,,,,,,,,,,
2786,,1087,99,2,,,,2016,2016,2016,2016,2016,2016,0,0,0,0,0,0,24,20,,,,,,,,,,,
2786,,1658,99,4,,,,2016,2016,2016,2016,2016,2016,0,0,0,0,0,0,24,20,,,,,,,,,,,
2786,,301142,99,5,,,,2016,2016,2016,2016,2016,2016,0,0,0,0,0,0,24,20,,,,,,,,,,,
2786,,1113,99,7,,,,2016,2016,2016,2016,2016,2016,0,0,0,0,0,0,24,20,,,,,,,,,,,
2786,,1718,99,1,,,,2016,2016,2016,2016,2016,2016,0,0,0,0,0,0,24,20,,,,,,,,,,,
2787,,301308,99,2,,,,2017,2017,2017,2017,2017,2017,0,0,0,0,0,0,24,20,,,,,,,,,,,
2787,,1159,99,3,,,,2017,2017,2017,2017,2017,2017,0,0,0,0,0,0,24,20,,,,,,,,,,,
2787,,1381,99,4,,,,2017,2017,2017,2017,2017,2017,0,0,0,0,0,0,24,20,,,,,,,,,,,
2787,,301003,99,6,,,,2017,2017,2017,2017,2017,2017,0,0,0,0,0,0,24,20,,,,,,,,,,,
2787,,1481,99,8,,,,2017,2017,2017,2017,2017,2017,0,0,0,0,0,0,24,20,,,,,,,,,,,
2787,,301487,99,1,,,,2017,2017,2017,2017,2017,2017,0,0,0,0,0,0,24,20,,,,,,,,,,,
2788,,301151,99,2,,,,2018,2018,2018,2018,2018,2018,0,0,0,0,0,0,24,20,,,,,,,,,,,
2788,,1464,99,3,,,,2018,2018,2018,2018,2018,2018,0,0,0,0,0,0,24,20,,,,,,,,,,,
2788,,301018,99,4,,,,2018,2018,2018,2018,2018,2018,0,0,0,0,0,0,24,20,,,,,,,,,,,
2788,,301310,99,6,,,,2018,2018,2018,2018,2018,2018,0,0,0,0,0,0,24,20,,,,,,,,,,,
2788,,1444,99,8,,,,2018,2018,2018,2018,2018,2018,0,0,0,0,0,0,24,20,,,,,,,,,,,
2788,,311006,99,1,,,,2018,2018,2018,2018,2018,2018,0,0,0,0,0,0,24,20,,,,,,,,,,,
2789,,301130,99,2,,,,2019,2019,2019,2019,2019,2019,0,0,0,0,0,0,24,20,,,,,,,,,,,
2789,,1468,99,3,,,,2019,2019,2019,2019,2019,2019,0,0,0,0,0,0,24,20,,,,,,,,,,,
2789,,1470,99,4,,,,2019,2019,2019,2019,2019,2019,0,0,0,0,0,0,24,20,,,,,,,,,,,
2789,,301460,99,5,,,,2019,2019,2019,2019,2019,2019,0,0,0,0,0,0,24,20,,,,,,,,,,,
2789,,1428,99,7,,,,2019,2019,2019,2019,2019,2019,0,0,0,0,0,0,24,20,,,,,,,,,,,
2789,,301065,99,1,,,,2019,2019,2019,2019,2019,2019,0,0,0,0,0,0,24,20,,,,,,,,,,,
2790,,301003,99,1,,,,2020,2020,2020,2020,2020,2020,0,0,0,0,0,0,24,20,,,,,,,,,,,
2790,,1034,99,5,,,,2020,2020,2020,2020,2020,2020,0,0,0,0,0,0,24,20,,,,,,,,,,,
2790,,301310,99,6,,,,2020,2020,2020,2020,2020,2020,0,0,0,0,0,0,24,20,,,,,,,,,,,
2790,,301323,99,7,,,,2020,2020,2020,2020,2020,2020,0,0,0,0,0,0,24,20,,,,,,,,,,,
2790,,1356,99,8,,,,2020,2020,2020,2020,2020,2020,0,0,0,0,0,0,24,20,,,,,,,,,,,
2790,,301199,99,9,,1.6,449550,2020,9105,9105,2020,2020,3232,2020,2020,2020,2020,2020,2020,24,20,,,,,,,,,,,
2791,,301212,99,2,,,,2021,2021,2021,2021,2021,2021,0,0,0,0,0,0,24,20,,,,,,,,,,,
2791,,1652,99,3,,,,2021,2021,2021,2021,2021,2021,0,0,0,0,0,0,24,20,,,,,,,,,,,
2791,,301199,99,4,,,,2021,2021,2021,2021,2021,2021,0,0,0,0,0,0,24,20,,,,,,,,,,,
2791,,301646,99,5,,,,2021,2021,2021,2021,2021,2021,0,0,0,0,0,0,24,20,,,,,,,,,,,
2791,,1496,99,7,,,,2021,2021,2021,2021,2021,2021,0,0,0,0,0,0,24,20,,,,,,,,,,,
2791,,301251,99,1,,,,2021,2021,2021,2021,2021,2021,0,0,0,0,0,0,24,20,,,,,,,,,,,
2792,,1151,99,1,,,,2022,2022,2022,2022,2022,2022,0,0,0,0,0,0,24,20,,,,,,,,,,,
2792,,1308,99,2,,,,2022,2022,2022,2022,2022,2022,0,0,0,0,0,0,24,20,,,,,,,,,,,
2792,,1308,99,4,,,,2022,2022,2022,2022,2022,2022,0,0,0,0,0,0,24,20,,,,,,,,,,,
2792,,301151,99,5,,,,2022,2022,2022,2022,2022,2022,0,0,0,0,0,0,24,20,,,,,,,,,,,
2792,,1012,99,7,,,,2022,2022,2022,2022,2022,2022,0,0,0,0,0,0,24,20,,,,,,,,,,,
2792,,301142,99,9,,,,2022,2022,2022,2022,2022,2022,0,0,0,0,0,0,24,20,,,,,,,,,,,
2793,,301487,99,1,,,,2023,2023,2023,2023,2023,2023,0,0,0,0,0,0,24,20,,,,,,,,,,,
2793,,1005,99,5,,,,2023,2023,2023,2023,2023,2023,0,0,0,0,0,0,24,20,,,,,,,,,,,
2793,,301130,99,6,,,,2023,2023,2023,2023,2023,2023,0,0,0,0,0,0,24,20,,,,,,,,,,,
2793,,1151,99,7,,,,2023,2023,2023,2023,2023,2023,0,0,0,0,0,0,24,20,,,,,,,,,,,
2793,,1065,99,8,,,,2023,2023,2023,2023,2023,2023,0,0,0,0,0,0,24,20,,,,,,,,,,,
2793,,301018,99,9,,,,2023,2023,2023,2023,2023,2023,0,0,0,0,0,0,24,20,,,,,,,,,,,
2794,,301428,99,1,,,,2024,2024,2024,2024,2024,2024,0,0,0,0,0,0,24,20,,,,,,,,,,,
2794,,1292,99,2,,,,2024,2024,2024,2024,2024,2024,0,0,0,0,0,0,24,20,,,,,,,,,,,
2794,,1244,99,4,,,,2024,2024,2024,2024,2024,2024,0,0,0,0,0,0,24,20,,,,,,,,,,,
2794,,301718,99,5,,,,2024,2024,2024,2024,2024,2024,0,0,0,0,0,0,24,20,,,,,,,,,,,
2794,,1134,99,7,,,,2024,2024,2024,2024,2024,2024,0,0,0,0,0,0,24,20,,,,,,,,,,,
2794,,1385,99,9,,,,2024,2024,2024,2024,2024,2024,0,0,0,0,0,0,24,20,,,,,,,,,,,
2795,,301384,99,2,,,,2025,2025,2025,2025,2025,2025,0,0,0,0,0,0,24,20,,,,,,,,,,,
2795,,1147,99,3,,,,2025,2025,2025,2025,2025,2025,0,0,0,0,0,0,24,20,,,,,,,,,,,
2795,,1003,99,4,,,,2025,2025,2025,2025,2025,2025,0,0,0,0,0,0,24,20,,,,,,,,,,,
2795,,301282,99,6,,,,2025,2025,2025,2025,2025,2025,0,0,0,0,0,0,24,20,,,,,,,,,,,
2795,,1106,99,8,,,,2025,2025,2025,2025,2025,2025,0,0,0,0,0,0,24,20,,,,,,,,,,,
2795,,1151,99,1,,1.6,449550,2025,9128,9128,2025,2025,3240,2025,2025,2025,2025,2025,2025,24,20,,,,,,,,,,,
2796,,301208,99,2,,,,2026,2026,2026,2026,2026,2026,0,0,0,0,0,0,24,20,,,,,,,,,,,
2796,,1051,99,3,,,,2026,2026,2026,2026,2026,2026,0,0,0,0,0,0,24,20,,,,,,,,,,,
2796,,301151,99,4,,,,2026,2026,2026,2026,2026,2026,0,0,0,0,0,0,24,20,,,,,,,,,,,
2796,,1249,99,5,,,,2026,2026,2026,2026,2026,2026,0,0,0,0,0,0,24,20,,,,,,,,,,,
2796,,1426,99,7,,,,2026,2026,2026,2026,2026,2026,0,0,0,0,0,0,24,20,,,,,,,,,,,
2796,,301249,99,9,,,,2026,2026,2026,2026,2026,2026,0,0,0,0,0,0,24,20,,,,,,,,,,,
2797,,301384,99,3,,,,2027,2027,2027,2027,2027,2027,0,0,0,0,0,0,24,20,,,,,,,,,,,
2797,,1130,99,2,,,,2027,2027,2027,2027,2027,2027,0,0,0,0,0,0,24,20,,,,,,,,,,,
2797,,1062,99,4,,,,2027,2027,2027,2027,2027,2027,0,0,0,0,0,0,24,20,,,,,,,,,,,
2797,,301334,99,5,,,,2027,2027,2027,2027,2027,2027,0,0,0,0,0,0,24,20,,,,,,,,,,,
2797,,1002,99,7,,,,2027,2027,2027,2027,2027,2027,0,0,0,0,0,0,24,20,,,,,,,,,,,
2797,,1385,99,1,,,,2027,2027,2027,2027,2027,2027,0,0,0,0,0,0,24,20,,,,,,,,,,,
2798,,301003,99,2,,,,2028,2028,2028,2028,2028,2028,0,0,0,0,0,0,24,20,,,,,,,,,,,
2798,,1036,99,3,,,,2028,2028,2028,2028,2028,2028,0,0,0,0,0,0,24,20,,,,,,,,,,,
2798,,1308,99,4,,,,2028,2028,2028,2028,2028,2028,0,0,0,0,0,0,24,20,,,,,,,,,,,
2798,,301142,99,6,,,,2028,2028,2028,2028,2028,2028,0,0,0,0,0,0,24,20,,,,,,,,,,,
2798,,1113,99,8,,,,2028,2028,2028,2028,2028,2028,0,0,0,0,0,0,24,20,,,,,,,,,,,
2798,,301359,99,1,,,,2028,2028,2028,2028,2028,2028,0,0,0,0,0,0,24,20,,,,,,,,,,,
2799,,301006,99,2,,,,2029,2029,2029,2029,2029,2029,0,0,0,0,0,0,24,20,,,,,,,,,,,
2799,,1181,99,3,,,,2029,2029,2029,2029,2029,2029,0,0,0,0,0,0,24,20,,,,,,,,,,,
2799,,301199,99,4,,,,2029,2029,2029,2029,2029,2029,0,0,0,0,0,0,24,20,,,,,,,,,,,
2799,,501718,99,6,,,,2029,2029,2029,2029,2029,2029,0,0,0,0,0,0,24,20,,,,,,,,,,,
2799,,1119,99,8,,,,2029,2029,2029,2029,2029,2029,0,0,0,0,0,0,24,20,,,,,,,,,,,
2799,,301127,99,1,,,,2029,2029,2029,2029,2029,2029,0,0,0,0,0,0,24,20,,,,,,,,,,,
2800,,301310,99,2,,,,2030,2030,2030,2030,2030,2030,0,0,0,0,0,0,24,20,,,,,,,,,,,
2800,,1215,99,3,,,,2030,2030,2030,2030,2030,2030,0,0,0,0,0,0,24,20,,,,,,,,,,,
2800,,1464,99,4,,,,2030,2030,2030,2030,2030,2030,0,0,0,0,0,0,24,20,,,,,,,,,,,
2800,,301382,99,5,,,,2030,2030,2030,2030,2030,2030,0,0,0,0,0,0,24,20,,,,,,,,,,,
2800,,1500,99,7,,,,2030,2030,2030,2030,2030,2030,0,0,0,0,0,0,24,20,,,,,,,,,,,
2800,,301006,99,1,,1.6,453600,2030,9150,9150,2030,2030,3248,2030,2030,2030,2030,2030,2030,24,20,,,,,,,,,,,
2801,,301306,99,1,,,,2031,2031,2031,2031,2031,2031,0,0,0,0,0,0,24,20,,,,,,,,,,,
2801,,1020,99,5,,,,2031,2031,2031,2031,2031,2031,0,0,0,0,0,0,24,20,,,,,,,,,,,
2801,,1251,99,6,,,,2031,2031,2031,2031,2031,2031,0,0,0,0,0,0,24,20,,,,,,,,,,,
2801,,1646,99,7,,,,2031,2031,2031,2031,2031,2031,0,0,0,0,0,0,24,20,,,,,,,,,,,
2801,,1012,99,8,,,,2031,2031,2031,2031,2031,2031,0,0,0,0,0,0,24,20,,,,,,,,,,,
2801,,301383,99,9,,,,2031,2031,2031,2031,2031,2031,0,0,0,0,0,0,24,20,,,,,,,,,,,
2802,,301250,99,2,,,,2032,2032,2032,2032,2032,2032,0,0,0,0,0,0,24,20,,,,,,,,,,,
2802,,1093,99,3,,,,2032,2032,2032,2032,2032,2032,0,0,0,0,0,0,24,20,,,,,,,,,,,
2802,,1384,99,4,,,,2032,2032,2032,2032,2032,2032,0,0,0,0,0,0,24,20,,,,,,,,,,,
2802,,301003,99,5,,,,2032,2032,2032,2032,2032,2032,0,0,0,0,0,0,24,20,,,,,,,,,,,
2802,,1562,99,7,,,,2032,2032,2032,2032,2032,2032,0,0,0,0,0,0,24,20,,,,,,,,,,,
2802,,301428,99,1,,,,2032,2032,2032,2032,2032,2032,0,0,0,0,0,0,24,20,,,,,,,,,,,
2803,,301487,99,1,,,,2033,2033,2033,2033,2033,2033,0,0,0,0,0,0,24,20,,,,,,,,,,,
2803,,1101,99,2,,,,2033,2033,2033,2033,2033,2033,0,0,0,0,0,0,24,20,,,,,,,,,,,
2803,,301354,99,4,,,,2033,2033,2033,2033,2033,2033,0,0,0,0,0,0,24,20,,,,,,,,,,,
2803,,301282,99,5,,,,2033,2033,2033,2033,2033,2033,0,0,0,0,0,0,24,20,,,,,,,,,,,
2803,,1307,99,7,,,,2033,2033,2033,2033,2033,2033,0,0,0,0,0,0,24,20,,,,,,,,,,,
2803,,301015,99,9,,,,2033,2033,2033,2033,2033,2033,0,0,0,0,0,0,24,20,,,,,,,,,,,
2804,,301282,99,1,,,,2034,2034,2034,2034,2034,2034,0,0,0,0,0,0,24,20,,,,,,,,,,,
2804,,1502,99,5,,,,2034,2034,2034,2034,2034,2034,0,0,0,0,0,0,24,20,,,,,,,,,,,
2804,,1196,99,6,,,,2034,2034,2034,2034,2034,2034,0,0,0,0,0,0,24,20,,,,,,,,,,,
2804,,301359,99,7,,,,2034,2034,2034,2034,2034,2034,0,0,0,0,0,0,24,20,,,,,,,,,,,
2804,,1655,99,8,,,,2034,2034,2034,2034,2034,2034,0,0,0,0,0,0,24,20,,,,,,,,,,,
2804,,301354,99,9,,,,2034,2034,2034,2034,2034,2034,0,0,0,0,0,0,24,20,,,,,,,,,,,
2805,,301212,99,1,,,,2035,2035,2035,2035,2035,2035,0,0,0,0,0,0,24,20,,,,,,,,,,,
2805,,1654,99,2,,,,2035,2035,2035,2035,2035,2035,0,0,0,0,0,0,24,20,,,,,,,,,,,
2805,,301428,99,4,,,,2035,2035,2035,2035,2035,2035,0,0,0,0,0,0,24,20,,,,,,,,,,,
2805,,301130,99,5,,,,2035,2035,2035,2035,2035,2035,0,0,0,0,0,0,24,20,,,,,,,,,,,
2805,,1180,99,7,,,,2035,2035,2035,2035,2035,2035,0,0,0,0,0,0,24,20,,,,,,,,,,,
2805,,301310,99,9,,1.6,453600,2035,9173,9173,2035,2035,3256,2035,2035,2035,2035,2035,2035,24,20,,,,,,,,,,,
2806,,301127,99,2,,,,2036,2036,2036,2036,2036,2036,0,0,0,0,0,0,24,20,,,,,,,,,,,
2806,,1042,99,3,,,,2036,2036,2036,2036,2036,2036,0,0,0,0,0,0,24,20,,,,,,,,,,,
2806,,301376,99,4,,,,2036,2036,2036,2036,2036,2036,0,0,0,0,0,0,24,20,,,,,,,,,,,
2806,,301282,99,6,,,,2036,2036,2036,2036,2036,2036,0,0,0,0,0,0,24,20,,,,,,,,,,,
2806,,1658,99,8,,,,2036,2036,2036,2036,2036,2036,0,0,0,0,0,0,24,20,,,,,,,,,,,
2806,,301383,99,1,,,,2036,2036,2036,2036,2036,2036,0,0,0,0,0,0,24,20,,,,,,,,,,,
2807,,301718,99,2,,,,2037,2037,2037,2037,2037,2037,0,0,0,0,0,0,24,20,,,,,,,,,,,
2807,,1009,99,3,,,,2037,2037,2037,2037,2037,2037,0,0,0,0,0,0,24,20,,,,,,,,,,,
2807,,1487,99,4,,,,2037,2037,2037,2037,2037,2037,0,0,0,0,0,0,24,20,,,,,,,,,,,
2807,,301254,99,5,,,,2037,2037,2037,2037,2037,2037,0,0,0,0,0,0,24,20,,,,,,,,,,,
2807,,1015,99,7,,,,2037,2037,2037,2037,2037,2037,0,0,0,0,0,0,24,20,,,,,,,,,,,
2807,,301718,99,9,,,,2037,2037,2037,2037,2037,2037,0,0,0,0,0,0,24,20,,,,,,,,,,,
2808,,301003,99,3,,,,2038,2038,2038,2038,2038,2038,0,0,0,0,0,0,24,20,,,,,,,,,,,
2808,,1259,99,2,,,,2038,2038,2038,2038,2038,2038,0,0,0,0,0,0,24,20,,,,,,,,,,,
2808,,301065,99,4,,,,2038,2038,2038,2038,2038,2038,0,0,0,0,0,0,24,20,,,,,,,,,,,
2808,,301334,99,5,,,,2038,2038,2038,2038,2038,2038,0,0,0,0,0,0,24,20,,,,,,,,,,,
2808,,1124,99,7,,,,2038,2038,2038,2038,2038,2038,0,0,0,0,0,0,24,20,,,,,,,,,,,
2808,,301214,99,1,,,,2038,2038,2038,2038,2038,2038,0,0,0,0,0,0,24,20,,,,,,,,,,,
2809,,301718,99,2,,,,2039,2039,2039,2039,2039,2039,0,0,0,0,0,0,24,20,,,,,,,,,,,
2809,,1101,99,3,,,,2039,2039,2039,2039,2039,2039,0,0,0,0,0,0,24,20,,,,,,,,,,,
2809,,301308,99,4,,,,2039,2039,2039,2039,2039,2039,0,0,0,0,0,0,24,20,,,,,,,,,,,
2809,,301181,99,6,,,,2039,2039,2039,2039,2039,2039,0,0,0,0,0,0,24,20,,,,,,,,,,,
2809,,1248,99,8,,,,2039,2039,2039,2039,2039,2039,0,0,0,0,0,0,24,20,,,,,,,,,,,
2809,,1384,99,1,,,,2039,2039,2039,2039,2039,2039,0,0,0,0,0,0,24,20,,,,,,,,,,,
2810,,1151,99,2,,,,2040,2040,2040,2040,2040,2040,0,0,0,0,0,0,24,20,,,,,,,,,,,
2810,,1496,99,3,,,,2040,2040,2040,2040,2040,2040,0,0,0,0,0,0,24,20,,,,,,,,,,,
2810,,1383,99,4,,,,2040,2040,2040,2040,2040,2040,0,0,0,0,0,0,24,20,,,,,,,,,,,
2810,,501718,99,6,,,,2040,2040,2040,2040,2040,2040,0,0,0,0,0,0,24,20,,,,,,,,,,,
2810,,1257,99,8,,,,2040,2040,2040,2040,2040,2040,0,0,0,0,0,0,24,20,,,,,,,,,,,
2810,,301385,99,1,,1.6,453600,2040,9195,9195,2040,2040,3264,2040,2040,2040,2040,2040,2040,24,20,,,,,,,,,,,
2811,,301354,99,2,,,,2041,2041,2041,2041,2041,2041,0,0,0,0,0,0,24,20,,,,,,,,,,,
2811,,1145,99,3,,,,2041,2041,2041,2041,2041,2041,0,0,0,0,0,0,24,20,,,,,,,,,,,
2811,,301249,99,4,,,,2041,2041,2041,2041,2041,2041,0,0,0,0,0,0,24,20,,,,,,,,,,,
2811,,301323,99,5,,,,2041,2041,2041,2041,2041,2041,0,0,0,0,0,0,24,20,,,,,,,,,,,
2811,,1005,99,7,,,,2041,2041,2041,2041,2041,2041,0,0,0,0,0,0,24,20,,,,,,,,,,,
2811,,1250,99,1,,,,2041,2041,2041,2041,2041,2041,0,0,0,0,0,0,24,20,,,,,,,,,,,
2812,,1249,99,1,,,,2042,2042,2042,2042,2042,2042,0,0,0,0,0,0,24,20,,,,,,,,,,,
2812,,1375,99,5,,,,2042,2042,2042,2042,2042,2042,0,0,0,0,0,0,24,20,,,,,,,,,,,
2812,,301142,99,6,,,,2042,2042,2042,2042,2042,2042,0,0,0,0,0,0,24,20,,,,,,,,,,,
2812,,1647,99,7,,,,2042,2042,2042,2042,2042,2042,0,0,0,0,0,0,24,20,,,,,,,,,,,
2812,,1500,99,8,,,,2042,2042,2042,2042,2042,2042,0,0,0,0,0,0,24,20,,,,,,,,,,,
2812,,1487,99,9,,,,2042,2042,2042,2042,2042,2042,0,0,0,0,0,0,24,20,,,,,,,,,,,
2813,,301212,99,2,,,,2043,2043,2043,2043,2043,2043,0,0,0,0,0,0,24,20,,,,,,,,,,,
2813,,1230,99,3,,,,2043,2043,2043,2043,2043,2043,0,0,0,0,0,0,24,20,,,,,,,,,,,
2813,,301229,99,4,,,,2043,2043,2043,2043,2043,2043,0,0,0,0,0,0,24,20,,,,,,,,,,,
2813,,1383,99,5,,,,2043,2043,2043,2043,2043,2043,0,0,0,0,0,0,24,20,,,,,,,,,,,
2813,,1121,99,7,,,,2043,2043,2043,2043,2043,2043,0,0,0,0,0,0,24,20,,,,,,,,,,,
2813,,301376,99,1,,,,2043,2043,2043,2043,2043,2043,0,0,0,0,0,0,24,20,,,,,,,,,,,
2814,,301282,99,1,,,,2044,2044,2044,2044,2044,2044,0,0,0,0,0,0,24,20,,,,,,,,,,,
2814,,1101,99,2,,,,2044,2044,2044,2044,2044,2044,0,0,0,0,0,0,24,20,,,,,,,,,,,
2814,,301065,99,4,,,,2044,2044,2044,2044,2044,2044,0,0,0,0,0,0,24,20,,,,,,,,,,,
2814,,1151,99,5,,,,2044,2044,2044,2044,2044,2044,0,0,0,0,0,0,24,20,,,,,,,,,,,
2814,,1305,99,7,,,,2044,2044,2044,2044,2044,2044,0,0,0,0,0,0,24,20,,,,,,,,,,,
2814,,301487,99,9,,,,2044,2044,2044,2044,2044,2044,0,0,0,0,0,0,24,20,,,,,,,,,,,
2815,,1150,99,1,,,,2045,2045,2045,2045,2045,2045,0,0,0,0,0,0,24,20,,,,,,,,,,,
2815,,1319,99,5,,,,2045,2045,2045,2045,2045,2045,0,0,0,0,0,0,24,20,,,,,,,,,,,
2815,,301354,99,6,,,,2045,2045,2045,2045,2045,2045,0,0,0,0,0,0,24,20,,,,,,,,,,,
2815,,301142,99,7,,,,2045,2045,2045,2045,2045,2045,0,0,0,0,0,0,24,20,,,,,,,,,,,
2815,,1051,99,8,,,,2045,2045,2045,2045,2045,2045,0,0,0,0,0,0,24,20,,,,,,,,,,,
2815,,301448,99,9,,1.6,453600,2045,9218,9218,2045,2045,3272,2045,2045,2045,2045,2045,2045,24,20,,,,,,,,,,,
2816,,301303,99,1,,,,2046,2046,2046,2046,2046,2046,0,0,0,0,0,0,24,20,,,,,,,,,,,
2816,,1242,99,2,,,,2046,2046,2046,2046,2046,2046,0,0,0,0,0,0,24,20,,,,,,,,,,,
2816,,1475,99,4,,,,2046,2046,2046,2046,2046,2046,0,0,0,0,0,0,24,20,,,,,,,,,,,
2816,,1384,99,5,,,,2046,2046,2046,2046,2046,2046,0,0,0,0,0,0,24,20,,,,,,,,,,,
2816,,1361,99,7,,,,2046,2046,2046,2046,2046,2046,0,0,0,0,0,0,24,20,,,,,,,,,,,
2816,,1150,99,9,,,,2046,2046,2046,2046,2046,2046,0,0,0,0,0,0,24,20,,,,,,,,,,,
2817,,301151,99,2,,,,2047,2047,2047,2047,2047,2047,0,0,0,0,0,0,24,20,,,,,,,,,,,
2817,,1105,99,3,,,,2047,2047,2047,2047,2047,2047,0,0,0,0,0,0,24,20,,,,,,,,,,,
2817,,1134,99,4,,,,2047,2047,2047,2047,2047,2047,0,0,0,0,0,0,24,20,,,,,,,,,,,
2817,,301475,99,6,,,,2047,2047,2047,2047,2047,2047,0,0,0,0,0,0,24,20,,,,,,,,,,,
2817,,1612,99,8,,,,2047,2047,2047,2047,2047,2047,0,0,0,0,0,0,24,20,,,,,,,,,,,
2817,,301199,99,1,,,,2047,2047,2047,2047,2047,2047,0,0,0,0,0,0,24,20,,,,,,,,,,,
2818,,301354,99,2,,,,2048,2048,2048,2048,2048,2048,0,0,0,0,0,0,24,20,,,,,,,,,,,
2818,,1089,99,3,,,,2048,2048,2048,2048,2048,2048,0,0,0,0,0,0,24,20,,,,,,,,,,,
2818,,1334,99,4,,,,2048,2048,2048,2048,2048,2048,0,0,0,0,0,0,24,20,,,,,,,,,,,
2818,,301354,99,5,,,,2048,2048,2048,2048,2048,2048,0,0,0,0,0,0,24,20,,,,,,,,,,,
2818,,1391,99,7,,,,2048,2048,2048,2048,2048,2048,0,0,0,0,0,0,24,20,,,,,,,,,,,
2818,,1383,99,9,,,,2048,2048,2048,2048,2048,2048,0,0,0,0,0,0,24,20,,,,,,,,,,,
2819,,301094,99,3,,,,2049,2049,2049,2049,2049,2049,0,0,0,0,0,0,24,20,,,,,,,,,,,
2819,,1159,99,2,,,,2049,2049,2049,2049,2049,2049,0,0,0,0,0,0,24,20,,,,,,,,,,,
2819,,301384,99,4,,,,2049,2049,2049,2049,2049,2049,0,0,0,0,0,0,24,20,,,,,,,,,,,
2819,,301094,99,5,,,,2049,2049,2049,2049,2049,2049,0,0,0,0,0,0,24,20,,,,,,,,,,,
2819,,1562,99,7,,,,2049,2049,2049,2049,2049,2049,0,0,0,0,0,0,24,20,,,,,,,,,,,
2819,,1249,99,1,,,,2049,2049,2049,2049,2049,2049,0,0,0,0,0,0,24,20,,,,,,,,,,,
