技能,技能图标,技能名字,注释,注释2,伤害类型（默认0.物理伤害 1.特殊伤害 ）,技能分类（1:单体伤害，2：群体伤害，3：单体治疗，4：群体治疗，5：变化，6弹射，7连击）,威力,命中,技能能量,属性ID（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢系 18.毒,技能描述,效果注释（不用处理，策划看）,触发效果(|分割),"作用对象(0.全体,1.目标,2.目标方全体,3.目标方随机单体,4.目标方1人+随机1人，5目标方1人+随机2人，6.目标方1人+随机3人，7目标放1人+随机4人.8.连击1次，9连击2次.10连击3次.11.释放者,12.释放者方全体,13.释放者方随机单体,14.释放者方目标单体 其它.特殊规则待扩展)",蓄力动画,释放时播放在释放者身上的特效资源（群体特效）,释放时从释放者飞向目标的特效资源,释放后播放在目标身上的特效资源，若有resFly，则需要飞行特效飞行到目标身上后播放此特效（单体特效）,"抖屏(0:抖,1:不抖)",释放后的音效资源,释放后技能背景资源,释放后出技能名,每场战斗使用次数限制,"是否预览（1是,2否）"
2097005,2102,百万吨重拳·LV5,单特,,1,1,168,1,70,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097006,2102,百万吨重拳·LV6,单特,,1,1,175,1,70,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097007,2102,百万吨重拳·LV7,单特,,1,1,200,1,70,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097008,2102,百万吨重拳·LV8,单特,,1,1,208,1,70,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097009,2102,百万吨重拳·LV9,单特,,1,1,216,1,70,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097010,2102,百万吨重拳·LV10,单特,,1,1,244,1,70,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097501,2102,百万吨重拳·LV1,单特,,1,1,150,1,75,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097502,2102,百万吨重拳·LV2,单特,,1,1,158,1,75,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097503,2102,百万吨重拳·LV3,单特,,1,1,165,1,75,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097504,2102,百万吨重拳·LV4,单特,,1,1,173,1,75,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097505,2102,百万吨重拳·LV5,单特,,1,1,180,1,75,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097506,2102,百万吨重拳·LV6,单特,,1,1,188,1,75,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097507,2102,百万吨重拳·LV7,单特,,1,1,215,1,75,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097508,2102,百万吨重拳·LV8,单特,,1,1,223,1,75,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097509,2102,百万吨重拳·LV9,单特,,1,1,231,1,75,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2097510,2102,百万吨重拳·LV10,单特,,1,1,262,1,75,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098001,2102,百万吨重拳·LV1,单特,,1,1,160,1,80,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098002,2102,百万吨重拳·LV2,单特,,1,1,168,1,80,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098003,2102,百万吨重拳·LV3,单特,,1,1,176,1,80,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098004,2102,百万吨重拳·LV4,单特,,1,1,184,1,80,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098005,2102,百万吨重拳·LV5,单特,,1,1,192,1,80,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098006,2102,百万吨重拳·LV6,单特,,1,1,200,1,80,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098007,2102,百万吨重拳·LV7,单特,,1,1,229,1,80,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098008,2102,百万吨重拳·LV8,单特,,1,1,238,1,80,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098009,2102,百万吨重拳·LV9,单特,,1,1,246,1,80,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098010,2102,百万吨重拳·LV10,单特,,1,1,278,1,80,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098501,2102,百万吨重拳·LV1,单特,,1,1,170,1,85,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098502,2102,百万吨重拳·LV2,单特,,1,1,179,1,85,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098503,2102,百万吨重拳·LV3,单特,,1,1,187,1,85,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098504,2102,百万吨重拳·LV4,单特,,1,1,196,1,85,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098505,2102,百万吨重拳·LV5,单特,,1,1,204,1,85,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098506,2102,百万吨重拳·LV6,单特,,1,1,213,1,85,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098507,2102,百万吨重拳·LV7,单特,,1,1,243,1,85,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098508,2102,百万吨重拳·LV8,单特,,1,1,253,1,85,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098509,2102,百万吨重拳·LV9,单特,,1,1,262,1,85,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,2
2098510,2102,百万吨重拳·LV10,单特,,1,1,296,1,85,9,"用拳头猛击敌方1人,造成特殊伤害",,,1,7,,,82,1,shouji05,,1,,1
2101501,2201,电击·LV1,单特,,1,1,30,1,15,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2101502,2201,电击·LV2,单特,,1,1,32,1,15,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2101503,2201,电击·LV3,单特,,1,1,33,1,15,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2101504,2201,电击·LV4,单特,,1,1,35,1,15,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2101505,2201,电击·LV5,单特,,1,1,36,1,15,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2101506,2201,电击·LV6,单特,,1,1,38,1,15,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2101507,2201,电击·LV7,单特,,1,1,43,1,15,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2101508,2201,电击·LV8,单特,,1,1,45,1,15,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2101509,2201,电击·LV9,单特,,1,1,46,1,15,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2101510,2201,电击·LV10,单特,,1,1,53,1,15,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102001,2201,电击·LV1,单特,,1,1,40,1,20,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102002,2201,电击·LV2,单特,,1,1,42,1,20,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102003,2201,电击·LV3,单特,,1,1,44,1,20,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102004,2201,电击·LV4,单特,,1,1,46,1,20,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102005,2201,电击·LV5,单特,,1,1,48,1,20,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102006,2201,电击·LV6,单特,,1,1,50,1,20,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102007,2201,电击·LV7,单特,,1,1,57,1,20,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102008,2201,电击·LV8,单特,,1,1,59,1,20,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102009,2201,电击·LV9,单特,,1,1,62,1,20,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102010,2201,电击·LV10,单特,,1,1,70,1,20,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102501,2201,电击·LV1,单特,,1,1,50,1,25,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102502,2201,电击·LV2,单特,,1,1,53,1,25,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102503,2201,电击·LV3,单特,,1,1,55,1,25,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102504,2201,电击·LV4,单特,,1,1,58,1,25,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102505,2201,电击·LV5,单特,,1,1,60,1,25,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102506,2201,电击·LV6,单特,,1,1,63,1,25,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102507,2201,电击·LV7,单特,,1,1,72,1,25,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102508,2201,电击·LV8,单特,,1,1,75,1,25,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102509,2201,电击·LV9,单特,,1,1,77,1,25,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2102510,2201,电击·LV10,单特,,1,1,88,1,25,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103001,2201,电击·LV1,单特,,1,1,60,1,30,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103002,2201,电击·LV2,单特,,1,1,63,1,30,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103003,2201,电击·LV3,单特,,1,1,66,1,30,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103004,2201,电击·LV4,单特,,1,1,69,1,30,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103005,2201,电击·LV5,单特,,1,1,72,1,30,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103006,2201,电击·LV6,单特,,1,1,75,1,30,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103007,2201,电击·LV7,单特,,1,1,86,1,30,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103008,2201,电击·LV8,单特,,1,1,89,1,30,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103009,2201,电击·LV9,单特,,1,1,92,1,30,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103010,2201,电击·LV10,单特,,1,1,104,1,30,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103501,2201,电击·LV1,单特,,1,1,70,1,35,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103502,2201,电击·LV2,单特,,1,1,74,1,35,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103503,2201,电击·LV3,单特,,1,1,77,1,35,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103504,2201,电击·LV4,单特,,1,1,81,1,35,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103505,2201,电击·LV5,单特,,1,1,84,1,35,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103506,2201,电击·LV6,单特,,1,1,88,1,35,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103507,2201,电击·LV7,单特,,1,1,100,1,35,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103508,2201,电击·LV8,单特,,1,1,105,1,35,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103509,2201,电击·LV9,单特,,1,1,108,1,35,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,2
2103510,2201,电击·LV10,单特,,1,1,122,1,35,10,"发出电流攻击敌方1人,造成特殊伤害",,,1,,,3,5,1,shouji05,,1,,1
2104001,2205,打雷·LV1,单特,,1,1,80,1,40,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104002,2205,打雷·LV2,单特,,1,1,84,1,40,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104003,2205,打雷·LV3,单特,,1,1,88,1,40,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104004,2205,打雷·LV4,单特,,1,1,92,1,40,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104005,2205,打雷·LV5,单特,,1,1,96,1,40,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104006,2205,打雷·LV6,单特,,1,1,100,1,40,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104007,2205,打雷·LV7,单特,,1,1,114,1,40,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104008,2205,打雷·LV8,单特,,1,1,119,1,40,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104009,2205,打雷·LV9,单特,,1,1,123,1,40,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104010,2205,打雷·LV10,单特,,1,1,139,1,40,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104501,2205,打雷·LV1,单特,,1,1,90,1,45,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104502,2205,打雷·LV2,单特,,1,1,95,1,45,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104503,2205,打雷·LV3,单特,,1,1,99,1,45,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104504,2205,打雷·LV4,单特,,1,1,104,1,45,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104505,2205,打雷·LV5,单特,,1,1,108,1,45,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104506,2205,打雷·LV6,单特,,1,1,113,1,45,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104507,2205,打雷·LV7,单特,,1,1,129,1,45,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104508,2205,打雷·LV8,单特,,1,1,134,1,45,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104509,2205,打雷·LV9,单特,,1,1,139,1,45,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2104510,2205,打雷·LV10,单特,,1,1,157,1,45,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105001,2205,打雷·LV1,单特,,1,1,100,1,50,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105002,2205,打雷·LV2,单特,,1,1,105,1,50,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105003,2205,打雷·LV3,单特,,1,1,110,1,50,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105004,2205,打雷·LV4,单特,,1,1,115,1,50,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105005,2205,打雷·LV5,单特,,1,1,120,1,50,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105006,2205,打雷·LV6,单特,,1,1,125,1,50,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105007,2205,打雷·LV7,单特,,1,1,143,1,50,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105008,2205,打雷·LV8,单特,,1,1,149,1,50,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105009,2205,打雷·LV9,单特,,1,1,154,1,50,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105010,2205,打雷·LV10,单特,,1,1,174,1,50,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105501,2205,打雷·LV1,单特,,1,1,110,1,55,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105502,2205,打雷·LV2,单特,,1,1,116,1,55,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105503,2205,打雷·LV3,单特,,1,1,121,1,55,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105504,2205,打雷·LV4,单特,,1,1,127,1,55,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105505,2205,打雷·LV5,单特,,1,1,132,1,55,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105506,2205,打雷·LV6,单特,,1,1,138,1,55,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105507,2205,打雷·LV7,单特,,1,1,157,1,55,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105508,2205,打雷·LV8,单特,,1,1,164,1,55,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105509,2205,打雷·LV9,单特,,1,1,169,1,55,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2105510,2205,打雷·LV10,单特,,1,1,192,1,55,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2106001,2205,打雷·LV1,单特,,1,1,120,1,60,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2106002,2205,打雷·LV2,单特,,1,1,126,1,60,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2106003,2205,打雷·LV3,单特,,1,1,132,1,60,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2106004,2205,打雷·LV4,单特,,1,1,138,1,60,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2106005,2205,打雷·LV5,单特,,1,1,144,1,60,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2106006,2205,打雷·LV6,单特,,1,1,150,1,60,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2106007,2205,打雷·LV7,单特,,1,1,172,1,60,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2106008,2205,打雷·LV8,单特,,1,1,178,1,60,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2106009,2205,打雷·LV9,单特,,1,1,185,1,60,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,2
2106010,2205,打雷·LV10,单特,,1,1,209,1,60,10,"向对手劈下暴雷攻击敌方1人,造成特殊伤害",,,1,2,,3,5,1,shouji05,,1,,1
2106501,2206,充电光束·LV1,单特,,1,1,130,1,65,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2106502,2206,充电光束·LV2,单特,,1,1,137,1,65,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2106503,2206,充电光束·LV3,单特,,1,1,143,1,65,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2106504,2206,充电光束·LV4,单特,,1,1,150,1,65,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2106505,2206,充电光束·LV5,单特,,1,1,156,1,65,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2106506,2206,充电光束·LV6,单特,,1,1,163,1,65,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2106507,2206,充电光束·LV7,单特,,1,1,186,1,65,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2106508,2206,充电光束·LV8,单特,,1,1,194,1,65,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2106509,2206,充电光束·LV9,单特,,1,1,200,1,65,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2106510,2206,充电光束·LV10,单特,,1,1,227,1,65,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107001,2206,充电光束·LV1,单特,,1,1,140,1,70,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107002,2206,充电光束·LV2,单特,,1,1,147,1,70,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107003,2206,充电光束·LV3,单特,,1,1,154,1,70,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107004,2206,充电光束·LV4,单特,,1,1,161,1,70,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107005,2206,充电光束·LV5,单特,,1,1,168,1,70,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107006,2206,充电光束·LV6,单特,,1,1,175,1,70,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107007,2206,充电光束·LV7,单特,,1,1,200,1,70,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107008,2206,充电光束·LV8,单特,,1,1,208,1,70,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107009,2206,充电光束·LV9,单特,,1,1,216,1,70,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107010,2206,充电光束·LV10,单特,,1,1,244,1,70,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107501,2206,充电光束·LV1,单特,,1,1,150,1,75,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107502,2206,充电光束·LV2,单特,,1,1,158,1,75,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107503,2206,充电光束·LV3,单特,,1,1,165,1,75,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107504,2206,充电光束·LV4,单特,,1,1,173,1,75,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107505,2206,充电光束·LV5,单特,,1,1,180,1,75,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107506,2206,充电光束·LV6,单特,,1,1,188,1,75,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107507,2206,充电光束·LV7,单特,,1,1,215,1,75,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107508,2206,充电光束·LV8,单特,,1,1,223,1,75,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107509,2206,充电光束·LV9,单特,,1,1,231,1,75,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
2107510,2206,充电光束·LV10,单特,,1,1,262,1,75,10,"向对手发射电击光束攻击敌方1人,造成特殊伤害",,,1,2,,,86,0,shouji05,,1,,2
