道具ID,道具名,道具简介,等级限制,品质（道具框颜色）,排序（不对玩家显示，主要用于排序）,道具类型(1.货币 2.可使用的道具 3.一般消耗素材 4.亲密度道具 5.努力值道具 6.进化素材7.捕捉道具8.技能学习道具9.随机道具10.兑换道具11.精灵碎片 12.角色附魔道具 13.神器强化道具 14.家园建筑制作图纸 15.神器制作图纸 16.用于万能碎片兑换的宝可梦碎片),可使用,所属背包（1.道具 2.学习机. 3.材料 4.其他,"获取面板索引：跳转界面编号出现界面(1:挂机界面,2:精灵界面,3:扭蛋,4:竞技场,5:特殊副本,6:通天塔,7:商店,8:狩猎区,9:主城,10:背包,11:公会,12,角色购买界面,13:活动,14:神兽商店,15:充值,16:任务,17:玩家信息,18:vip,19:称号,20:徽章,21:邮件,22:地图选择,23:聊天,24:好友,25:排行榜,26:培养,27:技能,28:性格,29:图鉴,30:装备,31:队形，32:背包,33:升星,34:确认,35:精灵详情,36:快速战斗,37:签到，41：队伍升级 42:亲密度,43:进化,44:努力值,45:个体值,51:宠物商店，40：秘境，51：终生卡，52：成长基金,72:道馆)",包含道具Loot（引用道具掉落表）（lootid;数量|lootid;数量),获得道具（ID;数量｜ID;数量）,参数预留1（类型5.努力值道具 类型4.亲密度经验.类型7.抓捕增加概率 /100 类型8.引用技能id 类型12.附魔经验）,参数预留2（类型5.努力值道具 类型4.亲密度经验.类型7.抓捕增加概率 /100 类型8.引用技能id 类型12.附魔经验）,购买所需物品id,购买价格,物攻,特攻,物防,特防,速度,生命,,,,,,,,,
812181,空气利刃·Ⅰ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2123001,,,,,,,,,,,,,,,,,,
812182,空气利刃·Ⅱ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2123002,,,,,,,,,,,,,,,,,,
812183,空气利刃·Ⅲ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2123003,,,,,,,,,,,,,,,,,,
812184,空气利刃·Ⅳ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2123004,,,,,,,,,,,,,,,,,,
812185,空气利刃·Ⅴ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2123005,,,,,,,,,,,,,,,,,,
812186,空气利刃·Ⅵ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2123006,,,,,,,,,,,,,,,,,,
812187,空气利刃·Ⅶ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2123007,,,,,,,,,,,,,,,,,,
812188,空气利刃·Ⅷ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2123008,,,,,,,,,,,,,,,,,,
812189,空气利刃·Ⅸ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2123009,,,,,,,,,,,,,,,,,,
812190,空气利刃·Ⅹ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2123010,,,,,,,,,,,,,,,,,,
812191,空气利刃·Ⅰ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2123501,,,,,,,,,,,,,,,,,,
812192,空气利刃·Ⅱ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2123502,,,,,,,,,,,,,,,,,,
812193,空气利刃·Ⅲ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2123503,,,,,,,,,,,,,,,,,,
812194,空气利刃·Ⅳ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2123504,,,,,,,,,,,,,,,,,,
812195,空气利刃·Ⅴ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2123505,,,,,,,,,,,,,,,,,,
812196,空气利刃·Ⅵ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2123506,,,,,,,,,,,,,,,,,,
812197,空气利刃·Ⅶ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2123507,,,,,,,,,,,,,,,,,,
812198,空气利刃·Ⅷ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2123508,,,,,,,,,,,,,,,,,,
812199,空气利刃·Ⅸ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2123509,,,,,,,,,,,,,,,,,,
812200,空气利刃·Ⅹ,"用锐利的风切斩对手,攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2123510,,,,,,,,,,,,,,,,,,
812201,空气斩·Ⅰ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2124001,,,,,,,,,,,,,,,,,,
812202,空气斩·Ⅱ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2124002,,,,,,,,,,,,,,,,,,
812203,空气斩·Ⅲ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2124003,,,,,,,,,,,,,,,,,,
812204,空气斩·Ⅳ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2124004,,,,,,,,,,,,,,,,,,
812205,空气斩·Ⅴ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2124005,,,,,,,,,,,,,,,,,,
812206,空气斩·Ⅵ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2124006,,,,,,,,,,,,,,,,,,
812207,空气斩·Ⅶ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2124007,,,,,,,,,,,,,,,,,,
812208,空气斩·Ⅷ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2124008,,,,,,,,,,,,,,,,,,
812209,空气斩·Ⅸ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2124009,,,,,,,,,,,,,,,,,,
812210,空气斩·Ⅹ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2124010,,,,,,,,,,,,,,,,,,
812211,空气斩·Ⅰ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2124501,,,,,,,,,,,,,,,,,,
812212,空气斩·Ⅱ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2124502,,,,,,,,,,,,,,,,,,
812213,空气斩·Ⅲ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2124503,,,,,,,,,,,,,,,,,,
812214,空气斩·Ⅳ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2124504,,,,,,,,,,,,,,,,,,
812215,空气斩·Ⅴ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2124505,,,,,,,,,,,,,,,,,,
812216,空气斩·Ⅵ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2124506,,,,,,,,,,,,,,,,,,
812217,空气斩·Ⅶ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2124507,,,,,,,,,,,,,,,,,,
812218,空气斩·Ⅷ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2124508,,,,,,,,,,,,,,,,,,
812219,空气斩·Ⅸ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2124509,,,,,,,,,,,,,,,,,,
812220,空气斩·Ⅹ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2124510,,,,,,,,,,,,,,,,,,
812221,空气斩·Ⅰ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2125001,,,,,,,,,,,,,,,,,,
812222,空气斩·Ⅱ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2125002,,,,,,,,,,,,,,,,,,
812223,空气斩·Ⅲ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2125003,,,,,,,,,,,,,,,,,,
812224,空气斩·Ⅳ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2125004,,,,,,,,,,,,,,,,,,
812225,空气斩·Ⅴ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2125005,,,,,,,,,,,,,,,,,,
812226,空气斩·Ⅵ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2125006,,,,,,,,,,,,,,,,,,
812227,空气斩·Ⅶ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2125007,,,,,,,,,,,,,,,,,,
812228,空气斩·Ⅷ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2125008,,,,,,,,,,,,,,,,,,
812229,空气斩·Ⅸ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2125009,,,,,,,,,,,,,,,,,,
812230,空气斩·Ⅹ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2125010,,,,,,,,,,,,,,,,,,
812231,空气斩·Ⅰ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2125501,,,,,,,,,,,,,,,,,,
812232,空气斩·Ⅱ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2125502,,,,,,,,,,,,,,,,,,
812233,空气斩·Ⅲ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2125503,,,,,,,,,,,,,,,,,,
812234,空气斩·Ⅳ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2125504,,,,,,,,,,,,,,,,,,
812235,空气斩·Ⅴ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2125505,,,,,,,,,,,,,,,,,,
812236,空气斩·Ⅵ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2125506,,,,,,,,,,,,,,,,,,
812237,空气斩·Ⅶ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2125507,,,,,,,,,,,,,,,,,,
812238,空气斩·Ⅷ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2125508,,,,,,,,,,,,,,,,,,
812239,空气斩·Ⅸ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2125509,,,,,,,,,,,,,,,,,,
812240,空气斩·Ⅹ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2125510,,,,,,,,,,,,,,,,,,
812241,空气斩·Ⅰ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2126001,,,,,,,,,,,,,,,,,,
812242,空气斩·Ⅱ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2126002,,,,,,,,,,,,,,,,,,
812243,空气斩·Ⅲ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2126003,,,,,,,,,,,,,,,,,,
812244,空气斩·Ⅳ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2126004,,,,,,,,,,,,,,,,,,
812245,空气斩·Ⅴ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2126005,,,,,,,,,,,,,,,,,,
812246,空气斩·Ⅵ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2126006,,,,,,,,,,,,,,,,,,
812247,空气斩·Ⅶ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2126007,,,,,,,,,,,,,,,,,,
812248,空气斩·Ⅷ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2126008,,,,,,,,,,,,,,,,,,
812249,空气斩·Ⅸ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2126009,,,,,,,,,,,,,,,,,,
812250,空气斩·Ⅹ,"用连天空也能劈开的空气之刃攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2126010,,,,,,,,,,,,,,,,,,
812251,死亡之翼·Ⅰ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2126501,,,,,,,,,,,,,,,,,,
812252,死亡之翼·Ⅱ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2126502,,,,,,,,,,,,,,,,,,
812253,死亡之翼·Ⅲ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2126503,,,,,,,,,,,,,,,,,,
812254,死亡之翼·Ⅳ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2126504,,,,,,,,,,,,,,,,,,
812255,死亡之翼·Ⅴ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2126505,,,,,,,,,,,,,,,,,,
812256,死亡之翼·Ⅵ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2126506,,,,,,,,,,,,,,,,,,
812257,死亡之翼·Ⅶ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2126507,,,,,,,,,,,,,,,,,,
812258,死亡之翼·Ⅷ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2126508,,,,,,,,,,,,,,,,,,
812259,死亡之翼·Ⅸ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2126509,,,,,,,,,,,,,,,,,,
812260,死亡之翼·Ⅹ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2126510,,,,,,,,,,,,,,,,,,
812261,死亡之翼·Ⅰ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2127001,,,,,,,,,,,,,,,,,,
812262,死亡之翼·Ⅱ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2127002,,,,,,,,,,,,,,,,,,
812263,死亡之翼·Ⅲ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2127003,,,,,,,,,,,,,,,,,,
812264,死亡之翼·Ⅳ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2127004,,,,,,,,,,,,,,,,,,
812265,死亡之翼·Ⅴ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2127005,,,,,,,,,,,,,,,,,,
812266,死亡之翼·Ⅵ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2127006,,,,,,,,,,,,,,,,,,
812267,死亡之翼·Ⅶ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2127007,,,,,,,,,,,,,,,,,,
812268,死亡之翼·Ⅷ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2127008,,,,,,,,,,,,,,,,,,
812269,死亡之翼·Ⅸ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2127009,,,,,,,,,,,,,,,,,,
812270,死亡之翼·Ⅹ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2127010,,,,,,,,,,,,,,,,,,
812271,死亡之翼·Ⅰ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2127501,,,,,,,,,,,,,,,,,,
812272,死亡之翼·Ⅱ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2127502,,,,,,,,,,,,,,,,,,
812273,死亡之翼·Ⅲ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2127503,,,,,,,,,,,,,,,,,,
812274,死亡之翼·Ⅳ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2127504,,,,,,,,,,,,,,,,,,
812275,死亡之翼·Ⅴ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2127505,,,,,,,,,,,,,,,,,,
812276,死亡之翼·Ⅵ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2127506,,,,,,,,,,,,,,,,,,
812277,死亡之翼·Ⅶ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2127507,,,,,,,,,,,,,,,,,,
812278,死亡之翼·Ⅷ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2127508,,,,,,,,,,,,,,,,,,
812279,死亡之翼·Ⅸ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2127509,,,,,,,,,,,,,,,,,,
812280,死亡之翼·Ⅹ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2127510,,,,,,,,,,,,,,,,,,
812281,死亡之翼·Ⅰ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2128001,,,,,,,,,,,,,,,,,,
812282,死亡之翼·Ⅱ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2128002,,,,,,,,,,,,,,,,,,
812283,死亡之翼·Ⅲ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2128003,,,,,,,,,,,,,,,,,,
812284,死亡之翼·Ⅳ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2128004,,,,,,,,,,,,,,,,,,
812285,死亡之翼·Ⅴ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2128005,,,,,,,,,,,,,,,,,,
812286,死亡之翼·Ⅵ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2128006,,,,,,,,,,,,,,,,,,
812287,死亡之翼·Ⅶ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2128007,,,,,,,,,,,,,,,,,,
812288,死亡之翼·Ⅷ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2128008,,,,,,,,,,,,,,,,,,
812289,死亡之翼·Ⅸ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2128009,,,,,,,,,,,,,,,,,,
812290,死亡之翼·Ⅹ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2128010,,,,,,,,,,,,,,,,,,
812291,死亡之翼·Ⅰ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2128501,,,,,,,,,,,,,,,,,,
812292,死亡之翼·Ⅱ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,1,1,8,0,2,57,,,2128502,,,,,,,,,,,,,,,,,,
812293,死亡之翼·Ⅲ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2128503,,,,,,,,,,,,,,,,,,
812294,死亡之翼·Ⅳ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,2,1,8,0,2,57,,,2128504,,,,,,,,,,,,,,,,,,
812295,死亡之翼·Ⅴ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2128505,,,,,,,,,,,,,,,,,,
812296,死亡之翼·Ⅵ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,3,1,8,0,2,57,,,2128506,,,,,,,,,,,,,,,,,,
812297,死亡之翼·Ⅶ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2128507,,,,,,,,,,,,,,,,,,
812298,死亡之翼·Ⅷ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,4,1,8,0,2,57,,,2128508,,,,,,,,,,,,,,,,,,
812299,死亡之翼·Ⅸ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2128509,,,,,,,,,,,,,,,,,,
812300,死亡之翼·Ⅹ,"用巨大的翅膀扇出死亡之风攻击敌方1人,造成特殊伤害",,5,1,8,0,2,57,,,2128510,,,,,,,,,,,,,,,,,,
812301,翅膀攻击·Ⅰ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,1,1,8,0,2,57,,,3124001,,,,,,,,,,,,,,,,,,
812302,翅膀攻击·Ⅱ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,1,1,8,0,2,57,,,3124002,,,,,,,,,,,,,,,,,,
812303,翅膀攻击·Ⅲ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,2,1,8,0,2,57,,,3124003,,,,,,,,,,,,,,,,,,
812304,翅膀攻击·Ⅳ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,2,1,8,0,2,57,,,3124004,,,,,,,,,,,,,,,,,,
812305,翅膀攻击·Ⅴ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,3,1,8,0,2,57,,,3124005,,,,,,,,,,,,,,,,,,
812306,翅膀攻击·Ⅵ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,3,1,8,0,2,57,,,3124006,,,,,,,,,,,,,,,,,,
812307,翅膀攻击·Ⅶ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,4,1,8,0,2,57,,,3124007,,,,,,,,,,,,,,,,,,
812308,翅膀攻击·Ⅷ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,4,1,8,0,2,57,,,3124008,,,,,,,,,,,,,,,,,,
812309,翅膀攻击·Ⅸ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,5,1,8,0,2,57,,,3124009,,,,,,,,,,,,,,,,,,
812310,翅膀攻击·Ⅹ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,5,1,8,0,2,57,,,3124010,,,,,,,,,,,,,,,,,,
812311,翅膀攻击·Ⅰ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,1,1,8,0,2,57,,,3124501,,,,,,,,,,,,,,,,,,
812312,翅膀攻击·Ⅱ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,1,1,8,0,2,57,,,3124502,,,,,,,,,,,,,,,,,,
812313,翅膀攻击·Ⅲ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,2,1,8,0,2,57,,,3124503,,,,,,,,,,,,,,,,,,
812314,翅膀攻击·Ⅳ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,2,1,8,0,2,57,,,3124504,,,,,,,,,,,,,,,,,,
812315,翅膀攻击·Ⅴ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,3,1,8,0,2,57,,,3124505,,,,,,,,,,,,,,,,,,
812316,翅膀攻击·Ⅵ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,3,1,8,0,2,57,,,3124506,,,,,,,,,,,,,,,,,,
812317,翅膀攻击·Ⅶ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,4,1,8,0,2,57,,,3124507,,,,,,,,,,,,,,,,,,
812318,翅膀攻击·Ⅷ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,4,1,8,0,2,57,,,3124508,,,,,,,,,,,,,,,,,,
812319,翅膀攻击·Ⅸ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,5,1,8,0,2,57,,,3124509,,,,,,,,,,,,,,,,,,
812320,翅膀攻击·Ⅹ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,5,1,8,0,2,57,,,3124510,,,,,,,,,,,,,,,,,,
812321,翅膀攻击·Ⅰ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,1,1,8,0,2,57,,,3125001,,,,,,,,,,,,,,,,,,
812322,翅膀攻击·Ⅱ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,1,1,8,0,2,57,,,3125002,,,,,,,,,,,,,,,,,,
812323,翅膀攻击·Ⅲ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,2,1,8,0,2,57,,,3125003,,,,,,,,,,,,,,,,,,
812324,翅膀攻击·Ⅳ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,2,1,8,0,2,57,,,3125004,,,,,,,,,,,,,,,,,,
812325,翅膀攻击·Ⅴ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,3,1,8,0,2,57,,,3125005,,,,,,,,,,,,,,,,,,
812326,翅膀攻击·Ⅵ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,3,1,8,0,2,57,,,3125006,,,,,,,,,,,,,,,,,,
812327,翅膀攻击·Ⅶ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,4,1,8,0,2,57,,,3125007,,,,,,,,,,,,,,,,,,
812328,翅膀攻击·Ⅷ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,4,1,8,0,2,57,,,3125008,,,,,,,,,,,,,,,,,,
812329,翅膀攻击·Ⅸ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,5,1,8,0,2,57,,,3125009,,,,,,,,,,,,,,,,,,
812330,翅膀攻击·Ⅹ," 展开翅膀，撞向对手，攻击3个敌人,造成物理的伤害",,5,1,8,0,2,57,,,3125010,,,,,,,,,,,,,,,,,,
812331,鸟嘴加农炮·Ⅰ," 先加热鸟嘴后再进行攻击，攻击3个敌人,造成物理伤害",,1,1,8,0,2,57,,,3125501,,,,,,,,,,,,,,,,,,
