宝可梦ID,上阵ID,宝可梦名字,宝可梦描述,特性ID,升23456789星消耗道具（道具id；数量分隔）,努力值升阶道具需求（从1升2起，0升1不需要）,技能(技能编号;技能学习等级|技能编号;技能学习等级),血量种族值,物攻种族值,物防种族值,特攻种族值,特防种族值,速度种族值,种族值总和,属性ID（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢 18.毒）,副属性（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢 18.毒）,品级,稀有星数, 稀有度（最低1，最高100）,进化所需等级,进化所需亲密度等级,进化所需道具,进化前的宝可梦ID,不可进化（0否，1是，默认0）,进化后的宝可梦ID,进化所需货币,特殊进化所需等级(|分隔）,特殊进化所需亲密度等级(|分隔）,特殊进化所需道具(道具id;道具数量|第二个道具id;道具数量:另一个宝可梦进化所需…   ';'分隔id和数量'|'分隔不同的道具':'分隔不同的宝可梦需求）,特殊进化后的宝可梦ID(|分隔）,特殊进化所需货币(；分隔道具id和数量 |分隔不同的宝可梦需求）,升星可用宝可梦,可学习的天赋树,可学习的技能机器id(系ID|系ID),可升最高星数(最高到达星数）,可超进阶的用1,宝可萌声音,孵化时间（单位：分钟）,碎片需求数量,合成消耗金币,宝可萌星级加成,图鉴显示(0不显示，1显示，默认0),默认精灵球
1551,419,黑眼鳄,为了使体温不下降，潜藏在沙漠的热砂中生活,7,601553;10|601553;20|601553;30|601553;40|601553;50|601553;60|601553;70|601553;80,601553;10|601553;20|601553;30|601553;30|601553;30|601553;50|601553;50|601553;50|601553;70|601553;70|601553;70|601553;90|601553;90|601553;90,1053502;1|4136503;3|3056505;20,50,72,35,35,35,65,292,5,13,2,4,30,10,5,12151;100|12105;30,,,1552,1;100000,,,,,,,1551,5|13|9,9,,1001,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1552,420,混混鳄,覆盖着薄膜的双眼在黑夜里也能看得一清二楚。几只在一起群居生活,7,601553;10|601553;20|601553;30|601553;40|601553;50|601553;60|601553;70|601553;80,601553;10|601553;20|601553;30|601553;30|601553;30|601553;50|601553;50|601553;50|601553;70|601553;70|601553;70|601553;90|601553;90|601553;90,1053503;1|4136504;3|3056506;20,60,82,45,45,45,74,351,5,13,3,4,50,24,10,12151;300|12152;80|12105;260|12124;50,1551,,1553,1;1500000,,,,,,,1552,5|13|9,9,,1001,600,601552;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1553,421,流氓鳄,眼睛可以像望远镜一般放大远处的事物,7,601553;10|601553;20|601553;30|601553;40|601553;50|601553;60|601553;70|601553;80,601553;10|601553;20|601553;30|601553;30|601553;30|601553;50|601553;50|601553;50|601553;70|601553;70|601553;70|601553;90|601553;90|601553;90,1053504;1|4136505;3|3056507;20,95,117,80,65,70,92,519,5,13,4,4,80,,,,1552,,,,,,,,,,1553,5|13|9,9,,1001,4320,601553;130,1950000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1554,422,火红不倒翁,体内火焰燃烧时会沉不住气四处走动,113,601555;10|601555;20|601555;30|601555;40|601555;50|601555;60|601555;70|601555;80,601555;10|601555;20|601555;30|601555;30|601555;30|601555;50|601555;50|601555;50|601555;70|601555;70|601555;70|601555;90|601555;90|601555;90,1014002;1|4016504;3|3016506;20,70,90,45,15,45,50,315,1,,3,3,50,24,10,12151;340|12152;80|12101;290,,,1555,1;1500000,,,,,,,1554,1||9,9,,1001,600,601554;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1555,423,达摩狒狒,战斗到疲惫时会变得像石头一般一动不动,129,601555;10|601555;20|601555;30|601555;40|601555;50|601555;60|601555;70|601555;80,601555;10|601555;20|601555;30|601555;30|601555;30|601555;50|601555;50|601555;50|601555;70|601555;70|601555;70|601555;90|601555;90|601555;90,1014003;1|4016505;3|3016507;20,105,140,55,30,55,95,480,1,,4,3,80,40,20,12111;1000|12101;500|601555;100,1554,,301555,1;10000000,,,,,,,1555,1||9,9,,1555,4320,601555;110,1650000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1559,424,滑滑小子,会突然用头撞向视线相合的对手,36,601560;10|601560;20|601560;30|601560;40|601560;50|601560;60|601560;70|601560;80,601560;10|601560;20|601560;30|601560;30|601560;30|601560;50|601560;50|601560;50|601560;70|601560;70|601560;70|601560;90|601560;90|601560;90,1052502;1|3156504;3|1056005;20,50,75,70,35,70,48,348,5,15,3,2,50,24,10,12151;300|12152;80|12105;260|12126;50,,,1560,1;1500000,,,,,,,1559,5|15|9,9,,1001,600,601559;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1560,425,头巾混混,按头上冠的大小来决定团队领袖,36,601560;10|601560;20|601560;30|601560;40|601560;50|601560;60|601560;70|601560;80,601560;10|601560;20|601560;30|601560;30|601560;30|601560;50|601560;50|601560;50|601560;70|601560;70|601560;70|601560;90|601560;90|601560;90,1052503;1|3156505;3|1056006;20,65,90,115,45,115,58,488,5,15,4,2,80,40,20,12111;1000|12105;500|601560;100,1559,,301560,1;10000000,,,,,,,1560,5|15|9,9,,1001,4320,601560;110,1650000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1562,426,哭哭面具,人类一旦戴上哭哭面具的面具,117,601563;10|601563;20|601563;30|601563;40|601563;50|601563;60|601563;70|601563;80,601563;10|601563;20|601563;30|601563;30|601563;30|601563;50|601563;50|601563;50|601563;70|601563;70|601563;70|601563;90|601563;90|601563;90,2083002;1|3086504;3|4086506;20,38,30,85,55,65,30,303,8,,3,4,50,26,10,12151;350|12152;75|12108;280,,,1563,1;1000000,,,,,,,1562,8||9,9,,1562,600,601562;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1563,427,死神棺,死神棺可以将靠近的人类或神奇宝贝变成木乃伊,117,601563;10|601563;20|601563;30|601563;40|601563;50|601563;60|601563;70|601563;80,601563;10|601563;20|601563;30|601563;30|601563;30|601563;50|601563;50|601563;50|601563;70|601563;70|601563;70|601563;90|601563;90|601563;90,2083003;1|3086505;3|4086507;20,58,50,145,95,105,30,483,8,,4,4,80,40,20,12111;1000|12108;500|601563;100,1562,,301563,1;10000000,,,,,,,1563,8||9,9,,1563,4320,601563;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1564,428,原盖海龟,原盖海龟是类似古代海龟的水属性兼岩石属性属性的宝可梦,26,601565;10|601565;20|601565;30|601565;40|601565;50|601565;60|601565;70|601565;80,601565;10|601565;20|601565;30|601565;30|601565;30|601565;50|601565;50|601565;50|601565;70|601565;70|601565;70|601565;90|601565;90|601565;90,1023502;1|4146503;3|3026505;20,54,78,103,53,45,22,355,2,14,2,3,30,10,5,12151;100|12102;30,,,1565,1;50000,,,,,,,1564,2|14|9,9,,1564,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1565,429,肋骨海龟,肋骨海龟与其前进化形最大的差异则是从趴着变为了站立着行走,26,601565;10|601565;20|601565;30|601565;40|601565;50|601565;60|601565;70|601565;80,601565;10|601565;20|601565;30|601565;30|601565;30|601565;50|601565;50|601565;50|601565;70|601565;70|601565;70|601565;90|601565;90|601565;90,1023503;1|4146504;3|3026506;20,74,108,133,83,65,32,495,2,14,3,3,50,,,,1564,,,,,,,,,,1565,2|14|9,9,,1565,600,601565;80,1200000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1566,430,始祖小鸟,据说是鸟宝可梦的祖先。不能飞行，好像会在枝条间跳来跳去生活。,38,601567;10|601567;20|601567;30|601567;40|601567;50|601567;60|601567;70|601567;80,601567;10|601567;20|601567;30|601567;30|601567;30|601567;50|601567;50|601567;50|601567;70|601567;70|601567;70|601567;90|601567;90|601567;90,1143503;1|4126504;3|3146506;20,55,112,45,74,45,70,401,14,12,3,5,60,10,5,12151;300|12152;80|12125;260|12123;50,,,1567,1;1000000,,,,,,,1566,14|12|9,9,,1566,600,601566;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1567,431,始祖大鸟,在地面上助跑一阵后就会飞起来。拥有与伙伴合作捕猎的智商。,38,601567;10|601567;20|601567;30|601567;40|601567;50|601567;60|601567;70|601567;80,601567;10|601567;20|601567;30|601567;30|601567;30|601567;50|601567;50|601567;50|601567;70|601567;70|601567;70|601567;90|601567;90|601567;90,1143504;1|4126505;3|3146507;20,75,140,65,112,65,110,567,14,12,4,5,85,,,,1566,,,,,,,,,,1567,14|12|9,9,,1567,4320,601567;130,1950000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1568,432,破破袋,垃圾袋通过与工业垃圾发生化学变化，转而诞生了宝可梦,31,601569;10|601569;20|601569;30|601569;40|601569;50|601569;60|601569;70|601569;80,601569;10|601569;20|601569;30|601569;30|601569;30|601569;50|601569;50|601569;50|601569;70|601569;70|601569;70|601569;90|601569;90|601569;90,1183502;1|4186503;3|3186505;20,50,50,62,40,62,65,329,18,,2,2,30,10,5,12151;100|12129;50,,,1569,1;1500000,,,,,,,1568,18||9,9,,1001,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1569,433,灰尘山,不断吸入垃圾，在体内产生出新种类的毒瓦斯和毒液,31,601569;10|601569;20|601569;30|601569;40|601569;50|601569;60|601569;70|601569;80,601569;10|601569;20|601569;30|601569;30|601569;30|601569;50|601569;50|601569;50|601569;70|601569;70|601569;70|601569;90|601569;90|601569;90,1183503;1|4186504;3|3186506;20,80,95,82,60,82,75,474,18,,3,2,80,,,,1568,,,,,,,,,,1569,18||9,9,,1001,600,601569;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1570,434,索罗亚,幻化成对方的姿态惊吓对方,13,601571;10|601571;20|601571;30|601571;40|601571;50|601571;60|601571;70|601571;80,601571;10|601571;20|601571;30|601571;30|601571;30|601571;50|601571;50|601571;50|601571;70|601571;70|601571;70|601571;90|601571;90|601571;90,1054002;1|3056504;3|4056506;20,40,65,40,80,40,65,330,5,,3,4,50,24,10,12151;320|12152;80|12105;280,,,1571,1;1500000,,,,,,,1570,5||9,9,,1001,600,601570;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1571,435,索罗亚克,幻化成对手以保护群落的安全,13,601571;10|601571;20|601571;30|601571;40|601571;50|601571;60|601571;70|601571;80,601571;10|601571;20|601571;30|601571;30|601571;30|601571;50|601571;50|601571;50|601571;70|601571;70|601571;70|601571;90|601571;90|601571;90,1054003;1|3056505;3|4056507;20,60,105,60,120,60,105,510,5,,4,4,80,40,20,12111;1000|12105;500|601571;100,1570,,301571,1;10000000,,,,,,,1571,5||9,9,,1001,4320,601571;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1572,436,泡沫栗鼠,泡沫栗鼠是柔软的，灰色的栗鼠宝可梦,19,601573;10|601573;20|601573;30|601573;40|601573;50|601573;60|601573;70|601573;80,601573;10|601573;20|601573;30|601573;30|601573;30|601573;50|601573;50|601573;50|601573;70|601573;70|601573;70|601573;90|601573;90|601573;90,1093503;1|4096504;3|3096506;20,55,50,40,40,40,75,300,9,,3,2,60,26,10,12151;300|12152;80|12109;260,,,1573,1;1500000,,,,,,,1572,9,9,,1572,600,601572;50,750000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1573,437,奇诺栗鼠,奇诺栗鼠是柔软的，灰色的类栗鼠宝可梦，看起来与泡沫栗鼠很像,19,601573;10|601573;20|601573;30|601573;40|601573;50|601573;60|601573;70|601573;80,601573;10|601573;20|601573;30|601573;30|601573;30|601573;50|601573;50|601573;50|601573;70|601573;70|601573;70|601573;90|601573;90|601573;90,1093504;1|4096505;3|3096507;20,75,95,60,65,60,115,470,9,,4,2,80,,,,1572,,,,,,,,,,1573,9,9,,1573,4320,601573;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1574,438,哥德宝宝,用蝴蝶结一样的触角让精神力量增强,60,601576;10|601576;20|601576;30|601576;40|601576;50|601576;60|601576;70|601576;80,601576;10|601576;20|601576;30|601576;30|601576;30|601576;50|601576;50|601576;50|601576;70|601576;70|601576;70|601576;90|601576;90|601576;90,4164002;1|4166503;3|2166004;20,45,30,50,55,65,45,290,16,,2,3,30,10,5,12151;100|12127;30,,,1575,1;100000,,,,,,,1574,16||9,9,,1001,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1575,439,哥德小童,星光是其力量的来源,60,601576;10|601576;20|601576;30|601576;40|601576;50|601576;60|601576;70|601576;80,601576;10|601576;20|601576;30|601576;30|601576;30|601576;50|601576;50|601576;50|601576;70|601576;70|601576;70|601576;90|601576;90|601576;90,4164003;1|4166504;3|2166005;20,60,45,70,75,85,55,390,16,,3,3,50,24,10,12151;300|12152;80|12127;260,1574,,1576,1;1500000,,,,,,,1575,16||9,9,,1001,600,601575;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1576,440,哥德小姐,从星星的运动中预知未来,60,601576;10|601576;20|601576;30|601576;40|601576;50|601576;60|601576;70|601576;80,601576;10|601576;20|601576;30|601576;30|601576;30|601576;50|601576;50|601576;50|601576;70|601576;70|601576;70|601576;90|601576;90|601576;90,4164004;1|4166505;3|2166006;20,70,55,95,95,110,65,490,16,,4,3,80,40,20,12111;1000|12127;500|601576;100,1575,,301576,1;10000000,,,,,,,1576,16||9,9,,1001,4320,601576;115,1725000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1577,441,单卵细胞球,身体被特殊液体包裹。任何环境皆可生存。,14,601579;10|601579;20|601579;30|601579;40|601579;50|601579;60|601579;70|601579;80,601579;10|601579;20|601579;30|601579;30|601579;30|601579;50|601579;50|601579;50|601579;70|601579;70|601579;70|601579;90|601579;90|601579;90,2163502;1|3166503;3|4166505;20,45,30,40,105,50,20,290,16,,2,4,30,10,5,12151;100|12127;30,,,1578,1;100000,,,,,,,1577,16||9,9,,1577,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1578,442,双卵细胞球,因为有着一分为二的大脑，所以有时会突然采取不同的行动。,14,601579;10|601579;20|601579;30|601579;40|601579;50|601579;60|601579;70|601579;80,601579;10|601579;20|601579;30|601579;30|601579;30|601579;50|601579;50|601579;50|601579;70|601579;70|601579;70|601579;90|601579;90|601579;90,2163503;1|3166504;3|4166506;20,65,40,50,125,60,30,370,16,,3,4,60,25,10,12151;300|12152;80|12127;260,1577,,1579,1;1000000,,,,,,,1578,16||9,9,,1578,600,601578;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1579,443,人造细胞卵,使用发出的精神力量，操纵特殊液体做成的手臂将岩石击碎。,14,601579;10|601579;20|601579;30|601579;40|601579;50|601579;60|601579;70|601579;80,601579;10|601579;20|601579;30|601579;30|601579;30|601579;50|601579;50|601579;50|601579;70|601579;70|601579;70|601579;90|601579;90|601579;90,2163504;1|3166505;3|4166507;20,110,65,75,125,85,30,490,16,,4,4,80,,,,1578,,,,,,,,,,1579,16||9,9,,1579,4320,601579;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1580,444,鸭宝宝,如果被敌人袭击，就会从全身的羽毛里喷出水花,7,601581;10|601581;20|601581;30|601581;40|601581;50|601581;60|601581;70|601581;80,601581;10|601581;20|601581;30|601581;30|601581;30|601581;50|601581;50|601581;50|601581;70|601581;70|601581;70|601581;90|601581;90|601581;90,2023502;1|3126503;3|4026505;20,62,44,50,44,50,55,305,2,12,2,3,30,10,5,12151;100|12102;50,,,1581,1;100000,,,,,,,1580,2|12|9,9,,1001,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1581,445,舞天鹅,修长的颈部优雅伸展施展连续啄击,7,601581;10|601581;20|601581;30|601581;40|601581;50|601581;60|601581;70|601581;80,601581;10|601581;20|601581;30|601581;30|601581;30|601581;50|601581;50|601581;50|601581;70|601581;70|601581;70|601581;90|601581;90|601581;90,2023503;1|3126504;3|4026506;20,75,87,63,87,63,98,473,2,12,3,3,50,40,20,12111;1000|12102;500|601581;100,1580,,301581,1;10000000,,,,,,,1581,2|12|9,9,,1001,600,601581;80,1200000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1582,446,迷你冰,吐出零下５０度的气息，制作雪的结晶，让周围下雪,41,601584;10|601584;20|601584;30|601584;40|601584;50|601584;60|601584;70|601584;80,601584;10|601584;20|601584;30|601584;30|601584;30|601584;50|601584;50|601584;50|601584;70|601584;70|601584;70|601584;90|601584;90|601584;90,2073502;1|3076503;3|4076505;20,36,50,50,65,60,44,305,7,,2,4,30,10,5,12151;100|12107;30,,,1583,1;100000,,,,,,,1582,7||9,9,,1001,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1583,447,多多冰,制造许多小冰砾在敌人面前隐藏自己,41,601584;10|601584;20|601584;30|601584;40|601584;50|601584;60|601584;70|601584;80,601584;10|601584;20|601584;30|601584;30|601584;30|601584;50|601584;50|601584;50|601584;70|601584;70|601584;70|601584;90|601584;90|601584;90,2073503;1|3076504;3|4076506;20,51,65,65,80,75,59,395,7,,3,4,50,24,10,12151;350|12152;80|12107;280,1582,,1584,1;1500000,,,,,,,1583,7||9,9,,1001,600,601583;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1584,448,双倍多多冰,如果２个头同时发怒，就会从角上喷出猛烈的暴风雪,41,601584;10|601584;20|601584;30|601584;40|601584;50|601584;60|601584;70|601584;80,601584;10|601584;20|601584;30|601584;30|601584;30|601584;50|601584;50|601584;50|601584;70|601584;70|601584;70|601584;90|601584;90|601584;90,2073504;1|3076505;3|4076507;20,71,95,85,110,95,79,535,7,,4,4,80,,,,1583,,,,,,,,,,1584,7||9,9,,1001,4320,601584;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1585,449,四季鹿,四季鹿的外形类似于梅花鹿的幼鹿,17,601585;10|601585;20|601585;30|601585;40|601585;50|601585;60|601585;70|601585;80,601585;10|601585;20|601585;30|601585;30|601585;30|601585;50|601585;50|601585;50|601585;70|601585;70|601585;70|601585;90|601585;90|601585;90,1033503;1|4036504;3|3036506;20,60,60,50,40,50,75,335,3,,3,1,60,,,,,,,,32|32|32|32,19|19|19|19,12151;300|12152;80|12104;230:12151;300|12152;80|12101;230:12151;300|12152;80|12103;230:12151;300|12152;80|12107;230,1996|1997|1998|1999,1;1000000|1;1000000|1;1000000|1;1000000,,1585,3||9,9,,1585,600,601585;80,1200000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1587,450,电飞鼠,两腮的电气袋储存进膜的内侧，滑翔时释放电气。,11,601587;10|601587;20|601587;30|601587;40|601587;50|601587;60|601587;70|601587;80,601587;10|601587;20|601587;30|601587;30|601587;30|601587;50|601587;50|601587;50|601587;70|601587;70|601587;70|601587;90|601587;90|601587;90,2103504;1|3126505;3|4106507;20,55,75,60,75,60,103,428,10,12,4,2,70,,,,,,,,,,,,,,1587,10|12|9,9,,1587,4320,601587;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13002
1590,451,哎呀球菇,以酷似精灵球的花纹引诱对手并向其喷出毒孢子,4,601591;10|601591;20|601591;30|601591;40|601591;50|601591;60|601591;70|601591;80,601591;10|601591;20|601591;30|601591;30|601591;30|601591;50|601591;50|601591;50|601591;70|601591;70|601591;70|601591;90|601591;90|601591;90,2033502;1|3186503;3|4036505;20,69,55,45,55,55,15,294,3,18,2,2,30,10,5,12151;100|12103;30,,,1591,1;100000,,,,,,,1590,3|18|9,9,,1001,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1591,452,败露球菇,摇晃着双臂酷似精灵球的菌伞，跳起引诱猎物的舞蹈,4,601591;10|601591;20|601591;30|601591;40|601591;50|601591;60|601591;70|601591;80,601591;10|601591;20|601591;30|601591;30|601591;30|601591;50|601591;50|601591;50|601591;70|601591;70|601591;70|601591;90|601591;90|601591;90,2033503;1|3186504;3|4036506;20,114,85,70,85,80,30,464,3,18,3,2,50,,,,1590,,,,,,,,,,1591,3|18|9,9,,1001,600,601591;80,1200000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1594,453,保姆曼波,覆盖保姆曼波的特殊粘膜具有治疗效果,41,601594;10|601594;20|601594;30|601594;40|601594;50|601594;60|601594;70|601594;80,601594;10|601594;20|601594;30|601594;30|601594;30|601594;50|601594;50|601594;50|601594;70|601594;70|601594;70|601594;90|601594;90|601594;90,1023503;1|4026504;3|3026506;20,165,75,80,40,45,65,470,2,,3,2,50,,,,,,,,,,,,,,1594,2||9,9,,1001,600,601594;80,1200000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1595,454,电电虫,会附在体型大的宝可梦身上吸取静电，然后把电储存在蓄电袋里。,6,601596;10|601596;20|601596;30|601596;40|601596;50|601596;60|601596;70|601596;80,601596;10|601596;20|601596;30|601596;30|601596;30|601596;50|601596;50|601596;50|601596;70|601596;70|601596;70|601596;90|601596;90|601596;90,2113503;1|3106504;3|4116506;20,50,47,50,57,50,65,319,11,10,3,3,50,10,5,12151;300|12152;80|12122;260|12121;50,,,1596,1;1000000,,,,,,,1595,11|10|9,9,,1595,600,601595;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1596,455,电蜘蛛,用带电丝线制作陷阱。慢慢品尝触电后动弹不得的猎物。,6,601596;10|601596;20|601596;30|601596;40|601596;50|601596;60|601596;70|601596;80,601596;10|601596;20|601596;30|601596;30|601596;30|601596;50|601596;50|601596;50|601596;70|601596;70|601596;70|601596;90|601596;90|601596;90,2113504;1|3106505;3|4116507;20,70,77,60,97,60,108,472,11,10,4,3,70,,,,1595,,,,,,,,,,1596,11|10|9,9,,1596,4320,601596;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1597,456,种子铁球,在身体上有很多用来保护自己的刺。种子铁球有金属质的身体,16,601598;10|601598;20|601598;30|601598;40|601598;50|601598;60|601598;70|601598;80,601598;10|601598;20|601598;30|601598;30|601598;30|601598;50|601598;50|601598;50|601598;70|601598;70|601598;70|601598;90|601598;90|601598;90,1034001;1|4176503;3|3034508;20,44,50,91,24,86,10,305,3,17,2,3,30,10,5,12151;100|12103;30,,,1598,1;50000,,,,,,,1597,3|17|9,9,,1597,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1598,457,坚果哑铃,它和种子铁球一样可以在岩壁上吸取岩石的营养,16,601598;10|601598;20|601598;30|601598;40|601598;50|601598;60|601598;70|601598;80,601598;10|601598;20|601598;30|601598;30|601598;30|601598;50|601598;50|601598;50|601598;70|601598;70|601598;70|601598;90|601598;90|601598;90,1034001;1|4176504;3|3034509;20,74,94,131,54,116,20,489,3,17,3,3,60,,,,1597,,,,,,,,,,1598,3|17|9,9,,1598,600,601598;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1599,458,齿轮儿,通过2个身体的咬合旋转，制造出用以生存的能量。,99,601601;10|601601;20|601601;30|601601;40|601601;50|601601;60|601601;70|601601;80,601601;10|601601;20|601601;30|601601;30|601601;30|601601;50|601601;50|601601;50|601601;70|601601;70|601601;70|601601;90|601601;90|601601;90,1173502;1|4176503;3|3176505;20,40,55,70,45,60,30,300,17,,2,5,30,10,5,12151;100|12128;30,,,1600,1;100000,,,,,,,1599,17||9,9,,1599,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1600,459,齿轮组,小齿轮高速旋转着弹出去攻击。小齿轮若是回不来会很危险。,99,601601;10|601601;20|601601;30|601601;40|601601;50|601601;60|601601;70|601601;80,601601;10|601601;20|601601;30|601601;30|601601;30|601601;50|601601;50|601601;50|601601;70|601601;70|601601;70|601601;90|601601;90|601601;90,1173503;1|4176504;3|3176506;20,60,80,95,70,85,50,440,17,,3,5,60,25,10,12151;300|12152;80|12128;260,1599,,1601,1;1000000,,,,,,,1600,17||9,9,,1600,600,601600;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1601,460,齿轮怪,红色核心担当着能量罐的角色。填充好的能量会从尖刺射向周围。,99,601601;10|601601;20|601601;30|601601;40|601601;50|601601;60|601601;70|601601;80,601601;10|601601;20|601601;30|601601;30|601601;30|601601;50|601601;50|601601;50|601601;70|601601;70|601601;70|601601;90|601601;90|601601;90,1173504;1|4176505;3|3176507;20,60,100,115,70,85,90,520,17,,4,5,80,,,,1600,,,,,,,,,,1601,17||9,9,,1601,4320,601601;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1602,461,麻麻小鱼,1条的电力虽小，但是许多麻麻小鱼聚在一起，其威力可以比得上雷电。,27,601604;10|601604;20|601604;30|601604;40|601604;50|601604;60|601604;70|601604;80,601604;10|601604;20|601604;30|601604;30|601604;30|601604;50|601604;50|601604;50|601604;70|601604;70|601604;70|601604;90|601604;90|601604;90,1103502;1|4106503;3|3106505;20,35,55,40,45,40,60,275,10,,2,5,10,10,5,12151;100|12121;30,,,1603,1;100000,,,,,,,1602,10||9,9,,1602,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1603,462,麻麻鳗,是食欲旺盛的宝可梦。一旦发现猎物就会发动袭击，将对方用电麻痹后再吃掉。,27,601604;10|601604;20|601604;30|601604;40|601604;50|601604;60|601604;70|601604;80,601604;10|601604;20|601604;30|601604;30|601604;30|601604;50|601604;50|601604;50|601604;70|601604;70|601604;70|601604;90|601604;90|601604;90,1103503;1|4106504;3|3106506;20,65,85,70,75,70,40,405,10,,3,5,60,25,10,12151;300|12152;80|12121;260,1602,,1604,1;1000000,,,,,,,1603,10||9,9,,1603,600,601603;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
