自增长id,任务类型(1是每日任务，每日刷新;2是成就任务，只能完成一次 3.引导任务 4.关卡奖励),是否为初始任务(1为初始任务),后置任务(;分割),任务名#加颜色｛0｝读取任务数量列（LimitedNum）,任务描述(文字描述，包含了任务要求文本)#加颜色，｛0｝读取任务数量列（LimitedNum）,"任务要求类别（1.精灵升级次数（1,3) 2. 挑战BOSS次数(1, 3.扭蛋次数(1,2,3) 4.特殊副本通过次数(1,2,3) 5.竞技场胜利次数(1,2,3) 6.战斗力累计(2) 7.获得不同的精灵(2) 8.抓宠中心参加次数(1,3) 9. 爬塔层数(2) 10.通过关卡(2,3) 11.任意精灵到达的星数 12.任意携带品到达的等级数(2) 13.任意1个徽章到达等级数(2) 14.公会捐献次数(1,2) 15.个体值洗练次数(1,3) 16.个体值平均值数(2) 17.地底挑战胜利次数(1,3) 18.获得的角色数(2) 101.进化累计次数(3) 102.1个精灵努力值总数(2) 103.任意1个亲密度等级数(2) 104.任意1个精灵穿戴技能数(3) 105.性格洗练次数(3) 106.阵型升级次数(3) 107.任意精灵穿戴携带品数(3) 108.精灵上阵数(3) 109.使用快速战斗累计次数(3) 110.商店刷新累计次数(1,3) 111.放生精灵个数(1,3) 112.累计签到次数（1,3) 113.加入公会次数（创建或加别人公会都算）(3) 114.使用道具升级亲密度等级（3） 115.使用道具增加努力值点数（3） 116.携带品升级次数（3） 117.技能学习次数(3) 118.切磋或掠夺次数（3） 119.申请添加好友次数（3）120.玩家等级数到达X  130.参加战斗地铁次数大X次 131.战斗地铁等级达到X级 132.捕获小精灵 133.孵蛋 134.称号 135.天赋 136.跟随 137.碎片兑换 138.通过关卡（关卡奖励）",任务要求数量或通过关卡ID(任务要求完成的数量或通过关卡ID),获得活跃度,是否重新记录（填1时，之前做任务的数最多到填1的数据，之后重新记录）,任务奖励1,任务奖励2,任务奖励3,"跳转界面编号(1:挂机界面,2:精灵界面,3:扭蛋,4:竞技场,5:特殊副本,6:通天塔,7:商店,8:狩猎区,9:主城,10:背包,11:公会,12,角色购买界面,13:活动,14:神兽商店,15:充值,16:任务,17:玩家信息,18:vip，22:地图选择，71：战斗地铁)",引导起始id,可见等级（小于此等级，当前任务不可见）,,,,,,,,,,,
14024,4,,14025,突破关卡,通过第{0}关,138,600,,,10361;1,,,1,1,,,,,,,,,,,,
14025,4,,14026,突破关卡,通过第{0}关,138,625,,,10101;20,,,1,1,,,,,,,,,,,,
14026,4,,14027,突破关卡,通过第{0}关,138,650,,,15001;1,,,1,1,,,,,,,,,,,,
14027,4,,14028,突破关卡,通过第{0}关,138,675,,,13066;200,,,1,1,,,,,,,,,,,,
14028,4,,14029,突破关卡,通过第{0}关,138,700,,,10090;20,,,1,1,,,,,,,,,,,,
14029,4,,14030,突破关卡,通过第{0}关,138,725,,,13061;15,,,1,1,,,,,,,,,,,,
14030,4,,14031,突破关卡,通过第{0}关,138,750,,,6;2500,,,1,1,,,,,,,,,,,,
14031,4,,14032,突破关卡,通过第{0}关,138,775,,,13066;500,,,1,1,,,,,,,,,,,,
14032,4,,14033,突破关卡,通过第{0}关,138,800,,,10360;1,,,1,1,,,,,,,,,,,,
14033,4,,14034,突破关卡,通过第{0}关,138,825,,,13062;5,,,1,1,,,,,,,,,,,,
14034,4,,14035,突破关卡,通过第{0}关,138,850,,,10309;50,,,1,1,,,,,,,,,,,,
14035,4,,14036,突破关卡,通过第{0}关,138,875,,,12301;100,,,1,1,,,,,,,,,,,,
14036,4,,14037,突破关卡,通过第{0}关,138,900,,,10090;30,,,1,1,,,,,,,,,,,,
14037,4,,14038,突破关卡,通过第{0}关,138,925,,,13061;30,,,1,1,,,,,,,,,,,,
14038,4,,14039,突破关卡,通过第{0}关,138,950,,,13066;500,,,1,1,,,,,,,,,,,,
14039,4,,14040,突破关卡,通过第{0}关,138,975,,,13062;10,,,1,1,,,,,,,,,,,,
14040,4,,,突破关卡,通过第{0}关,138,1000,,,13003;1,,,1,1,,,,,,,,,,,,
14501,2,1,14502,收保护费,掠夺金币{0}次,118,1,,,6;5,,,,,,,,,,,,,,,,
14502,2,,14503,收保护费,掠夺金币{0}次,118,5,,,6;10,,,,,,,,,,,,,,,,
14503,2,,14504,收保护费,掠夺金币{0}次,118,10,,,6;15,,,,,,,,,,,,,,,,
14504,2,,14505,收保护费,掠夺金币{0}次,118,20,,,6;20,,,,,,,,,,,,,,,,
14505,2,,14506,收保护费,掠夺金币{0}次,118,30,,,6;25,,,,,,,,,,,,,,,,
14506,2,,14507,收保护费,掠夺金币{0}次,118,40,,,6;30,,,,,,,,,,,,,,,,
14507,2,,14508,收保护费,掠夺金币{0}次,118,50,,,6;35,,,,,,,,,,,,,,,,
14508,2,,14509,收保护费,掠夺金币{0}次,118,60,,,6;40,,,,,,,,,,,,,,,,
14509,2,,14510,收保护费,掠夺金币{0}次,118,70,,,6;45,,,,,,,,,,,,,,,,
14510,2,,14511,收保护费,掠夺金币{0}次,118,80,,,6;50,,,,,,,,,,,,,,,,
14511,2,,14512,收保护费,掠夺金币{0}次,118,90,,,6;55,,,,,,,,,,,,,,,,
14512,2,,14513,收保护费,掠夺金币{0}次,118,100,,,6;60,,,,,,,,,,,,,,,,
14513,2,,14514,收保护费,掠夺金币{0}次,118,110,,,6;65,,,,,,,,,,,,,,,,
14514,2,,14515,收保护费,掠夺金币{0}次,118,120,,,6;70,,,,,,,,,,,,,,,,
14515,2,,14516,收保护费,掠夺金币{0}次,118,130,,,6;75,,,,,,,,,,,,,,,,
14516,2,,14517,收保护费,掠夺金币{0}次,118,140,,,6;80,,,,,,,,,,,,,,,,
14517,2,,14518,收保护费,掠夺金币{0}次,118,150,,,6;85,,,,,,,,,,,,,,,,
14518,2,,14519,收保护费,掠夺金币{0}次,118,160,,,6;90,,,,,,,,,,,,,,,,
14519,2,,14520,收保护费,掠夺金币{0}次,118,170,,,6;95,,,,,,,,,,,,,,,,
14520,2,,14521,收保护费,掠夺金币{0}次,118,180,,,6;100,,,,,,,,,,,,,,,,
14521,2,,14522,收保护费,掠夺金币{0}次,118,190,,,6;105,,,,,,,,,,,,,,,,
14522,2,,14523,收保护费,掠夺金币{0}次,118,200,,,6;110,,,,,,,,,,,,,,,,
14523,2,,14524,收保护费,掠夺金币{0}次,118,210,,,6;115,,,,,,,,,,,,,,,,
14524,2,,14525,收保护费,掠夺金币{0}次,118,220,,,6;120,,,,,,,,,,,,,,,,
14525,2,,14526,收保护费,掠夺金币{0}次,118,230,,,6;125,,,,,,,,,,,,,,,,
14526,2,,14527,收保护费,掠夺金币{0}次,118,240,,,6;130,,,,,,,,,,,,,,,,
14527,2,,14528,收保护费,掠夺金币{0}次,118,250,,,6;135,,,,,,,,,,,,,,,,
14528,2,,14529,收保护费,掠夺金币{0}次,118,260,,,6;140,,,,,,,,,,,,,,,,
14529,2,,14530,收保护费,掠夺金币{0}次,118,270,,,6;145,,,,,,,,,,,,,,,,
14530,2,,14531,收保护费,掠夺金币{0}次,118,280,,,6;150,,,,,,,,,,,,,,,,
14531,2,,14532,收保护费,掠夺金币{0}次,118,290,,,6;155,,,,,,,,,,,,,,,,
14532,2,,14533,收保护费,掠夺金币{0}次,118,300,,,6;160,,,,,,,,,,,,,,,,
14533,2,,14534,收保护费,掠夺金币{0}次,118,310,,,6;165,,,,,,,,,,,,,,,,
14534,2,,14535,收保护费,掠夺金币{0}次,118,320,,,6;170,,,,,,,,,,,,,,,,
14535,2,,14536,收保护费,掠夺金币{0}次,118,330,,,6;175,,,,,,,,,,,,,,,,
14536,2,,14537,收保护费,掠夺金币{0}次,118,340,,,6;180,,,,,,,,,,,,,,,,
14537,2,,14538,收保护费,掠夺金币{0}次,118,350,,,6;185,,,,,,,,,,,,,,,,
14538,2,,14539,收保护费,掠夺金币{0}次,118,360,,,6;190,,,,,,,,,,,,,,,,
14539,2,,14540,收保护费,掠夺金币{0}次,118,370,,,6;195,,,,,,,,,,,,,,,,
14540,2,,14541,收保护费,掠夺金币{0}次,118,380,,,6;200,,,,,,,,,,,,,,,,
