天赋库ID（关联宝可梦的天赋库ID字段）,等级要求（到达了对应等级能解锁3个天赋，玩家可以3选1）,"可学习内容（主动技能ID对应宝可梦技能表，被动技能ID对应特性表，主动技能的格式为1；skillID，被动技能的格式为2；skillID; 等级(可不填,默认0)，每层都有3个，总体格式为：skilltypeID;skillID|skilltypeID;skillID|skilltypeID;skillID）",解锁消耗(道具ID;数量),克制伤害加成（此克制系数，与常量表中克制系数相加）,种族值加成,消耗宠物数量（0为不消耗）
number,number,string,string,double,number,number
talentGroupId,askLv,talentIdArray,costItem,counterDamageAddStar,alladd,count
1627,25,1;3014506|1;3174006|1;1133506,1;500000|12109;50|6;500,0.02,1,0
1627,30,2;1039;1|2;1019;1|2;1036;1,1;1000000|12109;90|6;1000,0.03,2,0
1628,20,3;900102|3;900401|3;900001,1;200000|12109;20|6;200,0.01,1,0
1628,25,1;3014506|1;3174006|1;1133506,1;500000|12109;50|6;500,0.02,1,0
1628,30,2;1039;1|2;1019;1|2;1036;1,1;1000000|12109;90|6;1000,0.03,2,0
1628,35,3;900102|3;900303|3;900504,1;2000000|12109;150|6;2000,0.04,2,0
1628,40,1;1123508|1;1091508|1;1057008,1;5000000|12109;220|6;5000,0.08,3,1
1629,20,3;900101|3;900301|3;900001,1;200000|12123;20|6;200,0.01,1,0
1629,25,1;3094506|1;1124006|1;3055506,1;500000|12123;50|6;500,0.02,1,0
1629,30,2;1047;1|2;1019;1|2;1036;1,1;1000000|12123;90|6;1000,0.03,2,0
1629,35,3;900102|3;900302|3;900504,1;2000000|12123;150|6;2000,0.04,2,0
1630,20,3;900101|3;900301|3;900001,1;200000|12123;20|6;200,0.01,1,0
1630,25,1;3094506|1;1124006|1;3055506,1;500000|12123;50|6;500,0.02,1,0
1630,30,2;1047;2|2;1019;2|2;1036;2,1;1000000|12123;90|6;1000,0.03,2,0
1630,35,3;900102|3;900302|3;900504,1;2000000|12123;150|6;2000,0.04,2,0
1630,40,1;3097008|1;3124508|1;1053008,1;5000000|12123;220|6;5000,0.08,3,1
1631,20,3;900201|3;900301|3;900001,1;200000|12101;20|6;200,0.01,1,0
1631,25,1;4054006|1;2095506|1;4014006,1;500000|12101;50|6;500,0.02,1,0
1631,30,2;1010;1|2;1019;1|2;1036;1,1;1000000|12101;90|6;1000,0.03,2,0
1631,35,3;900202|3;900402|3;900504,1;2000000|12101;150|6;2000,0.04,2,0
1632,20,3;900102|3;900301|3;900001,1;200000|12122;20|6;200,0.01,1,0
1632,25,1;3145506|1;1055006|1;3164006,1;500000|12122;50|6;500,0.02,1,0
1632,30,2;1010;1|2;1021;1|2;1049;1,1;1000000|12122;90|6;1000,0.03,2,0
1632,35,3;900102|3;900403|3;900504,1;2000000|12122;150|6;2000,0.04,2,0
1632,40,1;4138008|1;4175508|1;4018008,1;5000000|12122;220|6;5000,0.08,3,1
1633,20,3;900101|3;900301|3;900001,1;200000|12105;20|6;200,0.01,1,0
1633,25,1;2121506|1;2062006|1;1051506,1;500000|12105;50|6;500,0.02,1,0
1633,30,2;1010|2;1019|2;1036,1;1000000|12105;90|6;1000,0.03,2,0
1634,20,3;900101|3;900301|3;900001,1;200000|12105;20|6;200,0.01,1,0
1634,25,1;2121506|1;2062006|1;1051506,1;500000|12105;50|6;500,0.02,1,0
1634,30,2;1010;1|2;1019;1|2;1036;1,1;1000000|12105;90|6;1000,0.03,2,0
1634,35,3;900102|3;900302|3;900504,1;2000000|12105;150|6;2000,0.04,2,0
1635,20,3;900201|3;900301|3;900001,1;200000|12105;20|6;200,0.01,1,0
1635,25,1;2121506|1;2062006|1;1051506,1;500000|12105;50|6;500,0.02,1,0
1635,30,2;1010;2|2;1019;2|2;1036;2,1;1000000|12105;90|6;1000,0.03,2,0
1635,35,3;900202|3;900402|3;900504,1;2000000|12105;150|6;2000,0.04,2,0
1635,40,1;2124008|1;2066508|1;4054508,1;5000000|12105;220|6;5000,0.08,3,1
1636,20,3;900101|3;900301|3;900001,1;200000|12122;20|6;200,0.01,1,0
1636,25,1;2165006|1;4115506|1;1013506,1;500000|12122;50|6;500,0.02,1,0
1636,30,2;1022|2;1020|2;1036,1;1000000|12122;90|6;1000,0.03,2,0
1637,20,3;900201|3;900401|3;900001,1;200000|12122;20|6;200,0.01,1,0
1637,25,1;2165006|1;4115506|1;1013506,1;500000|12122;50|6;500,0.02,1,0
1637,30,2;1022;2|2;1020;2|2;1036;2,1;1000000|12122;90|6;1000,0.03,2,0
1637,35,3;900203|3;900403|3;900504,1;2000000|12122;150|6;2000,0.04,2,0
1637,40,1;4168008|1;2118008|1;2016508,1;5000000|12122;220|6;5000,0.08,3,1
1638,20,3;900105|3;900305|3;900005,1;200000|12128;20|6;200,0.01,1,0
1638,25,1;1015006|1;1172006|1;1155506,1;500000|12128;50|6;500,0.02,1,0
1638,30,2;1010;4|2;1021;4|2;1036;4,1;1000000|12128;90|6;1000,0.03,2,0
1638,35,3;900106|3;900306|3;900508,1;2000000|12128;150|6;2000,0.04,2,0
1638,40,1;3015509|1;3178509|1;3157509,1;5000000|12128;220|6;5000,0.08,3,1
1638,45,2;1014;4|2;1027;4|2;1045;4,1;12000000|12128;320|6;12000,0.12,4,2
1638,50,3;900108|3;900308|3;900008,1;25000000|12128;500|6;25000,0.2,5,3
1639,20,3;900105|3;900305|3;900005,1;200000|12125;20|6;200,0.01,1,0
1639,25,1;1132006|1;1143006|1;1151506,1;500000|12125;50|6;500,0.02,1,0
1639,30,2;1010;4|2;1017;4|2;1044;4,1;1000000|12125;90|6;1000,0.03,2,0
1639,35,3;900106|3;900306|3;900508,1;2000000|12125;150|6;2000,0.04,2,0
1639,40,1;1138509|1;1144509|1;1155009,1;5000000|12125;220|6;5000,0.08,3,1
1639,45,2;1014;4|2;1027;4|2;1045;4,1;12000000|12125;320|6;12000,0.12,4,2
1639,50,3;900108|3;900308|3;900008,1;25000000|12125;500|6;25000,0.2,5,3
1640,20,3;900105|3;900405|3;900005,1;200000|12103;20|6;200,0.01,1,0
1640,25,1;1094006|1;3024006|1;1032006,1;500000|12103;50|6;500,0.02,1,0
1640,30,2;1010;4|2;1019;4|2;1043;4,1;1000000|12103;90|6;1000,0.03,2,0
1640,35,3;900107|3;900307|3;900508,1;2000000|12103;150|6;2000,0.04,2,0
1640,40,1;3095509|1;3028009|1;1038509,1;5000000|12103;220|6;5000,0.08,3,1
1640,45,2;1013;4|2;1027;4|2;1045;4,1;12000000|12103;320|6;12000,0.12,4,2
1640,50,3;900108|3;900408|3;900008,1;25000000|12103;500|6;25000,0.2,5,3
1641,20,3;900105|3;900205|3;900005,1;200000|12123;20|6;200,0.01,1,0
1641,25,1;4105006|1;2062006|1;2124506,1;500000|12123;50|6;500,0.02,1,0
1641,30,2;1010;4|2;1020;4|2;1036;4,1;1000000|12123;90|6;1000,0.03,2,0
1641,35,3;900106|3;900206|3;900508,1;2000000|12123;150|6;2000,0.04,2,0
1641,40,1;4105009|1;4068009|1;2126509,1;5000000|12123;220|6;5000,0.08,3,1
1641,45,2;1011;4|2;1021;4|2;1043;4,1;12000000|12123;320|6;12000,0.12,4,2
1641,50,3;900108|3;900208|3;900008,1;25000000|12123;500|6;25000,0.2,5,3
1642,20,3;900105|3;900205|3;900005,1;200000|12121;20|6;200,0.01,1,0
1642,25,1;4025506|1;2103506|1;2124006,1;500000|12121;50|6;500,0.02,1,0
1642,30,2;1053;4|2;1020;4|2;1036;4,1;1000000|12121;90|6;1000,0.03,2,0
1642,35,3;900106|3;900206|3;900508,1;2000000|12121;150|6;2000,0.04,2,0
1642,40,1;2025009|1;2107509|1;2122509,1;5000000|12121;220|6;5000,0.08,3,1
1642,45,2;1013;4|2;1026;4|2;1045;4,1;12000000|12121;320|6;12000,0.12,4,2
1642,50,3;900108|3;900208|3;900008,1;25000000|12121;500|6;25000,0.2,5,3
1643,20,3;900209|3;900409|3;900009,1;200000|12106;20|6;200,0.01,1,0
1643,25,1;4084006|1;4174006|1;4105506,1;500000|12106;50|6;500,0.02,1,0
1643,30,2;1053;4|2;1020;4|2;1042;4,1;1000000|12106;90|6;1000,0.03,2,0
1643,35,3;900211|3;900411|3;900512,1;2000000|12106;150|6;2000,0.04,2,0
1643,40,1;4085009|1;4175009|1;2106009,1;5000000|12106;220|6;5000,0.08,3,1
1643,45,2;1011;4|2;1026;4|2;1045;4,1;12000000|12106;320|6;12000,0.12,4,2
1643,50,3;900204|3;900404|3;900012,1;25000000|12106;500|6;25000,0.2,5,3
1644,20,3;900109|3;900409|3;900009,1;200000|12106;20|6;200,0.01,1,0
1644,25,1;3154006|1;1174506|1;2101506,1;500000|12106;50|6;500,0.02,1,0
1644,30,2;1008;4|2;1017;4|2;1044;4,1;1000000|12106;90|6;1000,0.03,2,0
1644,35,3;900107|3;900411|3;900512,1;2000000|12106;150|6;2000,0.04,2,0
1644,40,1;3154009|1;3174509|1;4108509,1;5000000|12106;220|6;5000,0.08,3,1
1644,45,2;1014;4|2;1027;4|2;1045;4,1;12000000|12106;320|6;12000,0.12,4,2
1644,50,3;900104|3;900404|3;900012,1;25000000|12106;500|6;25000,0.2,5,3
1645,20,3;900105|3;900205|3;900005,1;200000|12124;20|6;200,0.01,1,0
1645,25,1;1143006|1;1132006|1;1125506,1;500000|12124;50|6;500,0.02,1,0
1645,30,2;1050;4|2;1017;4|2;1044;4,1;1000000|12124;90|6;1000,0.03,2,0
1645,35,3;900106|3;900206|3;900508,1;2000000|12124;150|6;2000,0.04,2,0
1645,40,1;3148509|1;1132509|1;1127009,1;5000000|12124;220|6;5000,0.08,3,1
1645,45,2;1015;4|2;1026;4|2;1045;4,1;12000000|12124;320|6;12000,0.12,4,2
1645,50,3;900108|3;900208|3;900008,1;25000000|12124;500|6;25000,0.2,5,3
1646,20,3;900109|3;900209|3;900009,1;200000|12106;20|6;200,0.01,1,0
1646,25,1;1082006|1;2152006|1;2072006,1;500000|12106;50|6;500,0.02,1,0
1646,30,2;1005;4|2;1017;4|2;1045;4,1;1000000|12106;90|6;1000,0.03,2,0
1646,35,3;900110|3;900211|3;900512,1;2000000|12106;150|6;2000,0.04,2,0
1646,40,1;2087509|1;2158009|1;2077509,1;5000000|12106;220|6;5000,0.08,3,1
1646,45,2;1015;4|2;1027;4|2;1052;4,1;12000000|12106;320|6;12000,0.12,4,2
1646,50,3;900104|3;900204|3;900012,1;25000000|12106;500|6;25000,0.2,5,3
1647,20,3;900109|3;900309|3;900009,1;200000|12102;20|6;200,0.01,1,0
1647,25,1;2013006|1;2092006|1;2152006,1;500000|12102;50|6;500,0.02,1,0
1647,30,2;1010;4|2;1019;4|2;1042;4,1;1000000|12102;90|6;1000,0.03,2,0
1647,35,3;900110|3;900310|3;900512,1;2000000|12102;150|6;2000,0.04,2,0
1647,40,1;2017009|1;2098509|1;4157509,1;5000000|12102;220|6;5000,0.08,3,1
1647,45,2;1015;4|2;1027;4|2;1045;4,1;12000000|12102;320|6;12000,0.12,4,2
1647,50,3;900104|3;900304|3;900012,1;25000000|12102;500|6;25000,0.2,5,3
1649,20,3;900105|3;900205|3;900005,1;200000|12122;20|6;200,0.01,1,0
1649,25,1;1055506|1;4176506|1;1098006,1;500000|12122;50|6;500,0.02,1,0
1649,30,2;1029;2|2;1020;2|2;1043;2,1;1000000|12122;90|6;1000,0.03,2,0
1649,35,3;900106|3;900207|3;900508,1;2000000|12122;150|6;2000,0.04,2,0
1649,40,1;1057509|1;4178009|1;2098009,1;5000000|12122;220|6;5000,0.08,3,1
1649,45,2;1014;4|2;1021;4|2;1043;4,1;12000000|12122;320|6;12000,0.12,4,2
1649,50,3;900108|3;900208|3;900008,1;25000000|12122;500|6;25000,0.2,5,3
1650,20,3;900101|3;900301|3;900001,1;200000|12103;20|6;200,0.01,1,0
1650,25,1;3135006|1;1035506|1;3155006,1;500000|12103;50|6;500,0.02,1,0
1650,30,2;1010|2;1020|2;1026,1;1000000|12103;90|6;1000,0.03,2,0
1651,20,3;900101|3;900301|3;900001,1;200000|12103;20|6;200,0.01,1,0
1651,25,1;3135006|1;1035506|1;3155006,1;500000|12103;50|6;500,0.02,1,0
1651,30,2;1010;1|2;1020;1|2;1026;1,1;1000000|12103;90|6;1000,0.03,2,0
1651,35,3;900102|3;900302|3;900504,1;2000000|12103;150|6;2000,0.04,2,0
1652,20,3;900101|3;900301|3;900001,1;200000|12103;20|6;200,0.01,1,0
1652,25,1;3135006|1;1035506|1;3155006,1;500000|12103;50|6;500,0.02,1,0
1652,30,2;1010;2|2;1020;2|2;1026;2,1;1000000|12103;90|6;1000,0.03,2,0
1652,35,3;900102|3;900302|3;900504,1;2000000|12103;150|6;2000,0.04,2,0
1652,40,1;1134008|1;1032508|1;1158008,1;5000000|12103;220|6;5000,0.08,3,1
1653,20,3;900201|3;900401|3;900001,1;200000|12101;20|6;200,0.01,1,0
1653,25,1;2181506|1;2014506|1;2165006,1;500000|12101;50|6;500,0.02,1,0
1653,30,2;1003|2;1017|2;1036,1;1000000|12101;90|6;1000,0.03,2,0
1654,20,3;900201|3;900401|3;900001,1;200000|12101;20|6;200,0.01,1,0
1654,25,1;2181506|1;2014506|1;2165006,1;500000|12101;50|6;500,0.02,1,0
1654,30,2;1003;1|2;1017;1|2;1036;1,1;1000000|12101;90|6;1000,0.03,2,0
1654,35,3;900203|3;900403|3;900504,1;2000000|12101;150|6;2000,0.04,2,0
1655,20,3;900201|3;900401|3;900001,1;200000|12101;20|6;200,0.01,1,0
1655,25,1;2181506|1;2014506|1;2165006,1;500000|12101;50|6;500,0.02,1,0
1655,30,2;1003;2|2;1017;2|2;1036;2,1;1000000|12101;90|6;1000,0.03,2,0
1655,35,3;900203|3;900403|3;900504,1;2000000|12101;150|6;2000,0.04,2,0
1655,40,1;4184508|1;2013008|1;2166508,1;5000000|12101;220|6;5000,0.08,3,1
1656,20,3;900201|3;900401|3;900001,1;200000|12102;20|6;200,0.01,1,0
1656,25,1;2153506|1;4174506|1;2053006,1;500000|12102;50|6;500,0.02,1,0
1656,30,2;1010|2;1018|2;1026,1;1000000|12102;90|6;1000,0.03,2,0
1657,20,3;900201|3;900401|3;900001,1;200000|12102;20|6;200,0.01,1,0
1657,25,1;2153506|1;4174506|1;2053006,1;500000|12102;50|6;500,0.02,1,0
1657,30,2;1010;1|2;1018;1|2;1026;1,1;1000000|12102;90|6;1000,0.03,2,0
1657,35,3;900203|3;900403|3;900504,1;2000000|12102;150|6;2000,0.04,2,0
1658,20,3;900201|3;900401|3;900001,1;200000|12102;20|6;200,0.01,1,0
1658,25,1;2153506|1;4174506|1;2053006,1;500000|12102;50|6;500,0.02,1,0
1658,30,2;1010;2|2;1018;2|2;1026;2,1;1000000|12102;90|6;1000,0.03,2,0
1658,35,3;900203|3;900403|3;900504,1;2000000|12102;150|6;2000,0.04,2,0
1658,40,1;4156508|1;4174008|1;4055508,1;5000000|12102;220|6;5000,0.08,3,1
1679,20,3;900101|3;900301|3;900001,1;200000|12108;20|6;200,0.01,1,0
1679,25,1;1161506|1;1085006|1;1175006,1;500000|12108;50|6;500,0.02,1,0
1679,30,2;1054|2;1021|2;1036,1;1000000|12108;90|6;1000,0.03,2,0
1680,20,3;900101|3;900301|3;900001,1;200000|12108;20|6;200,0.01,1,0
1680,25,1;1161506|1;1085006|1;1175006,1;500000|12108;50|6;500,0.02,1,0
1680,30,2;1054;1|2;1021;1|2;1036;1,1;1000000|12108;90|6;1000,0.03,2,0
1680,35,3;900102|3;900302|3;900504,1;2000000|12108;150|6;2000,0.04,2,0
1681,20,3;900101|3;900301|3;900001,1;200000|12108;20|6;200,0.01,1,0
1681,25,1;1161506|1;1085006|1;1175006,1;500000|12108;50|6;500,0.02,1,0
1681,30,2;1054;2|2;1021;2|2;1036;2,1;1000000|12108;90|6;1000,0.03,2,0
1681,35,3;900102|3;900302|3;900504,1;2000000|12108;150|6;2000,0.04,2,0
1681,40,1;1162508|1;1085508|1;1177508,1;5000000|12108;220|6;5000,0.08,3,1
1698,20,3;900201|3;900401|3;900001,1;200000|12107;20|6;200,0.01,1,0
1698,25,1;4065506|1;2074006|1;4144506,1;500000|12107;50|6;500,0.02,1,0
1698,30,2;1034;1|2;1019;1|2;1036;1,1;1000000|12107;90|6;1000,0.03,2,0
1698,35,3;900203|3;900403|3;900504,1;2000000|12107;150|6;2000,0.04,2,0
1699,20,3;900201|3;900401|3;900001,1;200000|12107;20|6;200,0.01,1,0
1699,25,1;4065506|1;2074006|1;4144506,1;500000|12107;50|6;500,0.02,1,0
1699,30,2;1034;2|2;1019;2|2;1036;2,1;1000000|12107;90|6;1000,0.03,2,0
1699,35,3;900203|3;900403|3;900504,1;2000000|12107;150|6;2000,0.04,2,0
1699,40,1;2067508|1;4074008|1;2143508,1;5000000|12107;220|6;5000,0.08,3,1
1700,20,3;900201|3;900401|3;900001,1;200000|12104;20|6;200,0.01,1,0
1700,25,1;1053506|1;1132006|1;3094006,1;500000|12104;50|6;500,0.02,1,0
1700,30,2;1010;2|2;1020;2|2;1042;2,1;1000000|12104;90|6;1000,0.03,2,0
1700,35,3;900203|3;900403|3;900504,1;2000000|12104;150|6;2000,0.04,2,0
1700,40,1;2163508|1;4126508|1;4045508,1;5000000|12104;220|6;5000,0.08,3,1
1704,20,3;900101|3;900201|3;900001,1;200000|12106;20|6;200,0.01,1,0
1704,25,1;3024506|1;3165006|1;2064006,1;500000|12106;50|6;500,0.02,1,0
1704,30,2;1012|2;1017|2;1026,1;1000000|12106;90|6;1000,0.03,2,0
1705,20,3;900101|3;900201|3;900001,1;200000|12106;20|6;200,0.01,1,0
1705,25,1;3024506|1;3165006|1;2064006,1;500000|12106;50|6;500,0.02,1,0
1705,30,2;1012;1|2;1017;1|2;1026;1,1;1000000|12106;90|6;1000,0.03,2,0
1705,35,3;900103|3;900203|3;900504,1;2000000|12106;150|6;2000,0.04,2,0
1706,20,3;900101|3;900201|3;900001,1;200000|12106;20|6;200,0.01,1,0
1706,25,1;3024506|1;3165006|1;2064006,1;500000|12106;50|6;500,0.02,1,0
1706,30,2;1012;2|2;1017;2|2;1026;2,1;1000000|12106;90|6;1000,0.03,2,0
1706,35,3;900103|3;900203|3;900504,1;2000000|12106;150|6;2000,0.04,2,0
1706,40,1;1028008|1;1166008|1;4065008,1;5000000|12106;220|6;5000,0.08,3,1
1716,20,3;900109|3;900209|3;900009,1;200000|12104;20|6;200,0.01,1,0
1716,25,1;1034006|1;2034006|1;1098006,1;500000|12104;50|6;500,0.02,1,0
1716,30,2;1003;4|2;1018;4|2;1042;4,1;1000000|12104;90|6;1000,0.03,2,0
1716,35,3;900110|3;900211|3;900512,1;2000000|12104;150|6;2000,0.04,2,0
1716,40,1;4037509|1;3037509|1;2098009,1;5000000|12104;220|6;5000,0.08,3,1
1716,45,2;1013;4|2;1027;4|2;1045;4,1;12000000|12104;320|6;12000,0.12,4,2
1716,50,3;900104|3;900204|3;900012,1;25000000|12104;500|6;25000,0.2,5,3
1717,20,3;900109|3;900209|3;900009,1;200000|12105;20|6;200,0.01,1,0
1717,25,1;1088006|1;1187506|1;2187506,1;500000|12105;50|6;500,0.02,1,0
1717,30,2;1001;4|2;1017;4|2;1036;4,1;1000000|12105;90|6;1000,0.03,2,0
1717,35,3;900110|3;900211|3;900512,1;2000000|12105;150|6;2000,0.04,2,0
1717,40,1;4087009|1;3187009|1;4187009,1;5000000|12105;220|6;5000,0.08,3,1
1717,45,2;1015;2|2;1026;2|2;1045;2,1;12000000|12105;320|6;12000,0.12,4,2
1717,50,3;900104|3;900204|3;900012,1;25000000|12105;500|6;25000,0.2,5,3
1718,20,3;900109|3;900309|3;900009,1;200000|12106;20|6;200,0.01,1,0
1718,25,1;1053506|1;1181506|1;1061506,1;500000|12106;50|6;500,0.02,1,0
1718,30,2;1029;4|2;1015;4|2;1026;4,1;1000000|12106;90|6;1000,0.03,2,0
1718,35,3;900110|3;900310|3;900512,1;2000000|12106;150|6;2000,0.04,2,0
1718,40,1;1057509|1;1188509|1;1067509,1;5000000|12106;220|6;5000,0.08,3,1
1718,45,2;1014;4|2;1021;4|2;1043;4,1;12000000|12106;320|6;12000,0.12,4,2
1718,50,3;900104|3;900304|3;900012,1;25000000|12106;500|6;25000,0.2,5,3
1719,20,3;900109|3;900309|3;900009,1;200000|12125;20|6;200,0.01,1,0
1719,25,1;1074506|1;1181506|1;1061506,1;500000|12125;50|6;500,0.02,1,0
1719,30,2;1029;4|2;1020;4|2;1044;4,1;1000000|12125;90|6;1000,0.03,2,0
1719,35,3;900110|3;900310|3;900512,1;2000000|12125;150|6;2000,0.04,2,0
1719,40,1;1072009|1;1184509|1;1063009,1;5000000|12125;220|6;5000,0.08,3,1
1719,45,2;1014;4|2;1027;4|2;1045;4,1;12000000|12125;320|6;12000,0.12,4,2
1719,50,3;900104|3;900304|3;900012,1;25000000|12125;500|6;25000,0.2,5,3
1720,20,3;900209|3;900409|3;900009,1;200000|12127;20|6;200,0.01,1,0
1720,25,1;2053006|1;2115006|1;1061506,1;500000|12127;50|6;500,0.02,1,0
1720,30,2;1010;4|2;1020;4|2;1036;4,1;1000000|12127;90|6;1000,0.03,2,0
1720,35,3;900211|3;900306|3;900512,1;2000000|12127;150|6;2000,0.04,2,0
1720,40,1;2058509|1;2112009|1;3067509,1;5000000|12127;220|6;5000,0.08,3,1
1720,45,2;1013;4|2;1027;4|2;1045;4,1;12000000|12127;320|6;12000,0.12,4,2
1720,50,3;900204|3;900304|3;900012,1;25000000|12127;500|6;25000,0.2,5,3
1722,20,3;900101|3;900301|3;900001,1;200000|12103;20|6;200,0.01,1,0
1722,25,1;1123506|1;1032506|1;1122006,1;500000|12103;50|6;500,0.02,1,0
1722,30,2;1010|2;1018|2;1043,1;1000000|12103;90|6;1000,0.03,2,0
1723,20,3;900101|3;900301|3;900001,1;200000|12103;20|6;200,0.01,1,0
1723,25,1;1123506|1;1032506|1;1122006,1;500000|12103;50|6;500,0.02,1,0
1723,30,2;1010;1|2;1018;1|2;1043;1,1;1000000|12103;90|6;1000,0.03,2,0
1723,35,3;900102|3;900302|3;900504,1;2000000|12103;150|6;2000,0.04,2,0
1724,20,3;900101|3;900401|3;900001,1;200000|12103;20|6;200,0.01,1,0
1724,25,1;1123506|1;1032506|1;1122006,1;500000|12103;50|6;500,0.02,1,0
1724,30,2;1010;2|2;1018;2|2;1043;2,1;1000000|12103;90|6;1000,0.03,2,0
1724,35,3;900103|3;900303|3;900504,1;2000000|12103;150|6;2000,0.04,2,0
1724,40,1;3127008|1;1038508|1;1086008,1;5000000|12103;220|6;5000,0.08,3,1
1725,20,3;900101|3;900301|3;900001,1;200000|12101;20|6;200,0.01,1,0
1725,25,1;1152506|1;3015006|1;1054506,1;500000|12101;50|6;500,0.02,1,0
1725,30,2;1023|2;1017|2;1042,1;1000000|12101;90|6;1000,0.03,2,0
1726,20,3;900101|3;900301|3;900001,1;200000|12101;20|6;200,0.01,1,0
1726,25,1;1152506|1;3015006|1;1054506,1;500000|12101;50|6;500,0.02,1,0
1726,30,2;1023;1|2;1017;1|2;1042;1,1;1000000|12101;90|6;1000,0.03,2,0
1726,35,3;900102|3;900302|3;900504,1;2000000|12101;150|6;2000,0.04,2,0
1727,20,3;900101|3;900301|3;900001,1;200000|12101;20|6;200,0.01,1,0
1727,25,1;1152506|1;3015006|1;1054506,1;500000|12101;50|6;500,0.02,1,0
1727,30,2;1023;2|2;1017;2|2;1042;2,1;1000000|12101;90|6;1000,0.03,2,0
1727,35,3;900102|3;900302|3;900504,1;2000000|12101;150|6;2000,0.04,2,0
1727,40,1;3156508|1;3014508|1;3054508,1;5000000|12101;220|6;5000,0.08,3,1
1728,20,3;900201|3;900401|3;900001,1;200000|12102;20|6;200,0.01,1,0
1728,25,1;2162506|1;2023506|1;2041506,1;500000|12102;50|6;500,0.02,1,0
1728,30,2;1010|2;1020|2;1027,1;1000000|12102;90|6;1000,0.03,2,0
1729,20,3;900201|3;900401|3;900001,1;200000|12102;20|6;200,0.01,1,0
1729,25,1;2162506|1;2023506|1;2041506,1;500000|12102;50|6;500,0.02,1,0
1729,30,2;1010;1|2;1020;1|2;1027;1,1;1000000|12102;90|6;1000,0.03,2,0
1729,35,3;900203|3;900403|3;900504,1;2000000|12102;150|6;2000,0.04,2,0
1730,20,3;900201|3;900401|3;900001,1;200000|12102;20|6;200,0.01,1,0
1730,25,1;2162506|1;2023506|1;2041506,1;500000|12102;50|6;500,0.02,1,0
1730,30,2;1010;2|2;1020;2|2;1027;2,1;1000000|12102;90|6;1000,0.03,2,0
1730,35,3;900203|3;900403|3;900504,1;2000000|12102;150|6;2000,0.04,2,0
1730,40,1;4167508|1;2027508|1;4044008,1;5000000|12102;220|6;5000,0.08,3,1
1782,20,3;900101|3;900301|3;900001,1;200000|12106;20|6;200,0.01,1,0
1782,25,1;3014006|1;1062506|1;3155506,1;500000|12106;50|6;500,0.02,1,0
1782,30,2;1012|2;1019|2;1026,1;1000000|12106;90|6;1000,0.03,2,0
1783,20,3;900101|3;900301|3;900001,1;200000|12106;20|6;200,0.01,1,0
1783,25,1;3014006|1;1062506|1;3155506,1;500000|12106;50|6;500,0.02,1,0
1783,30,2;1012;1|2;1019;1|2;1026;1,1;1000000|12106;90|6;1000,0.03,2,0
1783,35,3;900102|3;900302|3;900504,1;2000000|12106;150|6;2000,0.04,2,0
1784,20,3;900101|3;900301|3;900001,1;200000|12106;20|6;200,0.01,1,0
1784,25,1;3014006|1;1062506|1;3155506,1;500000|12106;50|6;500,0.02,1,0
1784,30,2;1012;2|2;1019;2|2;1026;2,1;1000000|12106;90|6;1000,0.03,2,0
1784,35,3;900102|3;900302|3;900504,1;2000000|12106;150|6;2000,0.04,2,0
1784,40,1;3015508|1;1066508|1;3158508,1;5000000|12106;220|6;5000,0.08,3,1
1791,20,3;900109|3;900309|3;900009,1;200000|12127;20|6;200,0.01,1,0
1791,25,1;1015006|1;3035506|1;3064006,1;500000|12127;50|6;500,0.02,1,0
1791,30,2;1029;2|2;1019;2|2;1044;2,1;1000000|12127;90|6;1000,0.03,2,0
1791,35,3;900110|3;900310|3;900512,1;2000000|12127;150|6;2000,0.04,2,0
1791,40,1;3015009|1;1033009|1;1067509,1;5000000|12127;220|6;5000,0.08,3,1
1791,45,2;1011;2|2;1026;2|2;1045;2,1;12000000|12127;320|6;12000,0.12,4,2
1791,50,3;900104|3;900304|3;900012,1;25000000|12127;500|6;25000,0.2,5,3
1792,20,3;900209|3;900409|3;900009,1;200000|12127;20|6;200,0.01,1,0
1792,25,1;4124006|1;2115006|1;1063006,1;500000|12127;50|6;500,0.02,1,0
1792,30,2;1029;2|2;1018;2|2;1036;2,1;1000000|12127;90|6;1000,0.03,2,0
1792,35,3;900211|3;900310|3;900512,1;2000000|12127;150|6;2000,0.04,2,0
1792,40,1;2126009|1;4117509|1;1064009,1;5000000|12127;220|6;5000,0.08,3,1
1792,45,2;1014;2|2;1027;2|2;1045;2,1;12000000|12127;320|6;12000,0.12,4,2
1792,50,3;900204|3;900404|3;900012,1;25000000|12127;500|6;25000,0.2,5,3
1793,20,3;900205|3;900305|3;900005,1;200000|12125;20|6;200,0.01,1,0
1793,25,1;2122506|1;2043006|1;1065506,1;500000|12125;50|6;500,0.02,1,0
1793,30,2;1029;2|2;1020;2|2;1043;2,1;1000000|12125;90|6;1000,0.03,2,0
1793,35,3;900207|3;900306|3;900508,1;2000000|12125;150|6;2000,0.04,2,0
1793,40,1;4125009|1;2047009|1;3067509,1;5000000|12125;220|6;5000,0.08,3,1
1793,45,2;1011;2|2;1026;2|2;1045;2,1;12000000|12125;320|6;12000,0.12,4,2
1793,50,3;900208|3;900308|3;900008,1;25000000|12125;500|6;25000,0.2,5,3
1794,20,3;900105|3;900305|3;900005,1;200000|12122;20|6;200,0.01,1,0
