副本ID,关卡名,关卡背景资源,战斗波数,过关金币（每一关胜利的获得）,过关宝可梦经验（每一关胜利的获得）,过关主角经验（每一关胜利的获得）,"关卡可能掉落的道具，格式为 掉率,道具ID,数量|其它…",挂机获得金币，单位每分钟,挂机获得宠物经验，单位每分钟,挂机人物经验（单位：分钟）不用收取，自动获得，经验到达等级后自动升级，在线离线都增加,挂机金币上限,挂机经验上限,阵型,BOSS（1为boss，不填或0为普通）,自动战力
2921,,13,4,66600,232030,3000,"100,700105,1|100,12001,3|100,12002,5|100,10702,1",12526,6421,897,18037440,9246240,429,0,38572500
2922,,13,4,66600,232040,3000,"100,700106,1|100,12001,3|100,12002,5|100,10702,1",12526,6421,897,18037440,9246240,29,0,38595000
2923,,13,4,66600,232050,3000,"100,700107,1|100,12001,3|100,12002,5|100,10702,1",12526,6421,897,18037440,9246240,129,0,38617500
2924,,13,4,66600,232060,3000,"100,700108,1|100,12001,3|100,12002,5|100,10702,1",12526,6421,897,18037440,9246240,229,0,38640000
2925,,13,4,66600,232070,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6422,897,18037440,9247680,329,1,38662500
2926,,13,4,66600,232080,3000,"100,700205,1|100,12001,3|100,12002,5|100,10702,1",12526,6422,897,18037440,9247680,429,0,38685000
2927,,13,4,66600,232090,3000,"100,700206,1|100,12001,3|100,12002,5|100,10702,1",12526,6422,897,18037440,9247680,29,0,38707500
2928,,13,4,66600,232100,3000,"100,700207,1|100,12001,3|100,12002,5|100,10702,1",12526,6422,897,18037440,9247680,129,0,38730000
2929,,13,4,66600,232110,3000,"100,700208,1|100,12001,3|100,12002,5|100,10702,1",12526,6423,897,18037440,9249120,229,0,38752500
2930,,13,4,66600,232120,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6423,897,18037440,9249120,329,1,38775000
2931,,13,4,66600,232130,3000,"100,700305,1|100,12001,3|100,12002,5|100,10702,1",12526,6423,897,18037440,9249120,429,0,38797500
2932,,13,4,66600,232140,3000,"100,700306,1|100,12001,3|100,12002,5|100,10702,1",12526,6424,897,18037440,9250560,29,0,38820000
2933,,13,4,66600,232150,3000,"100,700307,1|100,12001,3|100,12002,5|100,10702,1",12526,6424,897,18037440,9250560,129,0,38842500
2934,,13,4,66600,232160,3000,"100,700308,1|100,12001,3|100,12002,5|100,10702,1",12526,6424,897,18037440,9250560,229,0,38865000
2935,,13,4,66600,232170,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6424,897,18037440,9250560,329,1,38887500
2936,,14,4,66600,232180,3000,"100,700405,1|100,12001,3|100,12002,5|100,10702,1",12526,6425,897,18037440,9252000,429,0,38910000
2937,,14,4,66600,232190,3000,"100,700406,1|100,12001,3|100,12002,5|100,10702,1",12526,6425,897,18037440,9252000,29,0,38932500
2938,,14,4,66600,232200,3000,"100,700407,1|100,12001,3|100,12002,5|100,10702,1",12526,6425,897,18037440,9252000,129,0,38955000
2939,,14,4,66600,232210,3000,"100,700408,1|100,12001,3|100,12002,5|100,10702,1",12526,6425,897,18037440,9252000,229,0,38977500
2940,,14,4,66600,232220,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6426,897,18037440,9253440,329,1,39000000
2941,,14,4,66600,232230,3000,"100,700105,1|100,12001,3|100,12002,5|100,10702,1",12526,6426,898,18037440,9253440,429,0,39022500
2942,,14,4,66600,232240,3000,"100,700106,1|100,12001,3|100,12002,5|100,10702,1",12526,6426,898,18037440,9253440,429,0,39045000
2943,,14,4,66600,232250,3000,"100,700107,1|100,12001,3|100,12002,5|100,10702,1",12526,6427,898,18037440,9254880,29,0,39067500
2944,,14,4,66600,232260,3000,"100,700108,1|100,12001,3|100,12002,5|100,10702,1",12526,6427,898,18037440,9254880,129,0,39090000
2945,,14,4,66600,232270,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6427,898,18037440,9254880,229,1,39112500
2946,,14,4,66600,232280,3000,"100,700205,1|100,12001,3|100,12002,5|100,10702,1",12526,6427,898,18037440,9254880,329,0,39135000
2947,,14,4,66600,232290,3000,"100,700206,1|100,12001,3|100,12002,5|100,10702,1",12526,6428,898,18037440,9256320,429,0,39157500
2948,,14,4,66600,232300,3000,"100,700207,1|100,12001,3|100,12002,5|100,10702,1",12526,6428,898,18037440,9256320,29,0,39180000
2949,,14,4,66600,232310,3000,"100,700208,1|100,12001,3|100,12002,5|100,10702,1",12526,6428,898,18037440,9256320,129,0,39202500
2950,,14,4,66600,232320,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6428,898,18037440,9256320,229,1,39225000
2951,,14,4,66600,232330,3000,"100,700305,1|100,12001,3|100,12002,5|100,10702,1",12526,6429,898,18037440,9257760,329,0,39247500
2952,,14,4,66600,232340,3000,"100,700306,1|100,12001,3|100,12002,5|100,10702,1",12526,6429,898,18037440,9257760,429,0,39270000
2953,,14,4,66600,232350,3000,"100,700307,1|100,12001,3|100,12002,5|100,10702,1",12526,6429,898,18037440,9257760,29,0,39292500
2954,,14,4,66600,232360,3000,"100,700308,1|100,12001,3|100,12002,5|100,10702,1",12526,6430,898,18037440,9259200,129,0,39315000
2955,,14,4,66600,232370,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6430,898,18037440,9259200,229,1,39337500
2956,,15,4,66600,232380,3000,"100,700405,1|100,12001,3|100,12002,5|100,10702,1",12526,6430,898,18037440,9259200,329,0,39360000
2957,,15,4,66600,232390,3000,"100,700406,1|100,12001,3|100,12002,5|100,10702,1",12526,6430,898,18037440,9259200,429,0,39382500
2958,,15,4,66600,232400,3000,"100,700407,1|100,12001,3|100,12002,5|100,10702,1",12526,6431,898,18037440,9260640,29,0,39405000
2959,,15,4,66600,232410,3000,"100,700408,1|100,12001,3|100,12002,5|100,10702,1",12526,6431,898,18037440,9260640,129,0,39427500
2960,,15,4,66600,232420,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6431,898,18037440,9260640,229,1,39450000
2961,,15,4,66600,232430,3000,"100,700105,1|100,12001,3|100,12002,5|100,10702,1",12526,6431,899,18037440,9260640,329,0,39472500
2962,,15,4,66600,232440,3000,"100,700106,1|100,12001,3|100,12002,5|100,10702,1",12526,6432,899,18037440,9262080,429,0,39495000
2963,,15,4,66600,232450,3000,"100,700107,1|100,12001,3|100,12002,5|100,10702,1",12526,6432,899,18037440,9262080,29,0,39517500
2964,,15,4,66600,232460,3000,"100,700108,1|100,12001,3|100,12002,5|100,10702,1",12526,6432,899,18037440,9262080,129,0,39540000
2965,,15,4,66600,232470,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6432,899,18037440,9262080,229,1,39562500
2966,,15,4,66600,232480,3000,"100,700205,1|100,12001,3|100,12002,5|100,10702,1",12526,6433,899,18037440,9263520,329,0,39585000
2967,,15,4,66600,232490,3000,"100,700206,1|100,12001,3|100,12002,5|100,10702,1",12526,6433,899,18037440,9263520,429,0,39607500
2968,,15,4,66600,232500,3000,"100,700207,1|100,12001,3|100,12002,5|100,10702,1",12526,6433,899,18037440,9263520,429,0,39630000
2969,,15,4,66600,232510,3000,"100,700208,1|100,12001,3|100,12002,5|100,10702,1",12526,6434,899,18037440,9264960,29,0,39652500
2970,,15,4,66600,232520,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6434,899,18037440,9264960,129,1,39675000
2971,,15,4,66600,232530,3000,"100,700305,1|100,12001,3|100,12002,5|100,10702,1",12526,6434,899,18037440,9264960,229,0,39697500
2972,,15,4,66600,232540,3000,"100,700306,1|100,12001,3|100,12002,5|100,10702,1",12526,6434,899,18037440,9264960,329,0,39720000
2973,,15,4,66600,232550,3000,"100,700307,1|100,12001,3|100,12002,5|100,10702,1",12526,6435,899,18037440,9266400,429,0,39742500
2974,,15,4,66600,232560,3000,"100,700308,1|100,12001,3|100,12002,5|100,10702,1",12526,6435,899,18037440,9266400,29,0,39765000
2975,,15,4,66600,232570,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6435,899,18037440,9266400,129,1,39787500
2976,,16,4,66600,232580,3000,"100,700405,1|100,12001,3|100,12002,5|100,10702,1",12526,6435,899,18037440,9266400,229,0,39810000
2977,,16,4,66600,232590,3000,"100,700406,1|100,12001,3|100,12002,5|100,10702,1",12526,6436,899,18037440,9267840,329,0,39832500
2978,,16,4,66600,232600,3000,"100,700407,1|100,12001,3|100,12002,5|100,10702,1",12526,6436,899,18037440,9267840,429,0,39855000
2979,,16,4,66600,232610,3000,"100,700408,1|100,12001,3|100,12002,5|100,10702,1",12526,6436,899,18037440,9267840,29,0,39877500
2980,,16,4,66600,232620,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6437,899,18037440,9269280,129,1,39900000
2981,,16,4,66600,232630,3000,"100,700105,1|100,12001,3|100,12002,5|100,10702,1",12526,6437,900,18037440,9269280,229,0,39922500
2982,,16,4,66600,232640,3000,"100,700106,1|100,12001,3|100,12002,5|100,10702,1",12526,6437,900,18037440,9269280,329,0,39945000
2983,,16,4,66600,232650,3000,"100,700107,1|100,12001,3|100,12002,5|100,10702,1",12526,6437,900,18037440,9269280,429,0,39967500
2984,,16,4,66600,232660,3000,"100,700108,1|100,12001,3|100,12002,5|100,10702,1",12526,6438,900,18037440,9270720,29,0,39990000
2985,,16,4,66600,232670,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6438,900,18037440,9270720,129,1,40012500
2986,,16,4,66600,232680,3000,"100,700205,1|100,12001,3|100,12002,5|100,10702,1",12526,6438,900,18037440,9270720,229,0,40035000
2987,,16,4,66600,232690,3000,"100,700206,1|100,12001,3|100,12002,5|100,10702,1",12526,6438,900,18037440,9270720,329,0,40057500
2988,,16,4,66600,232700,3000,"100,700207,1|100,12001,3|100,12002,5|100,10702,1",12526,6439,900,18037440,9272160,429,0,40080000
2989,,16,4,66600,232710,3000,"100,700208,1|100,12001,3|100,12002,5|100,10702,1",12526,6439,900,18037440,9272160,29,0,40102500
2990,,16,4,66600,232720,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6439,900,18037440,9272160,129,1,40125000
2991,,16,4,66600,232730,3000,"100,700305,1|100,12001,3|100,12002,5|100,10702,1",12526,6440,900,18037440,9273600,229,0,40147500
2992,,16,4,66600,232740,3000,"100,700306,1|100,12001,3|100,12002,5|100,10702,1",12526,6440,900,18037440,9273600,329,0,40170000
2993,,16,4,66600,232750,3000,"100,700307,1|100,12001,3|100,12002,5|100,10702,1",12526,6440,900,18037440,9273600,429,0,40192500
2994,,16,4,66600,232760,3000,"100,700308,1|100,12001,3|100,12002,5|100,10702,1",12526,6440,900,18037440,9273600,29,0,40215000
2995,,16,4,66600,232770,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6441,900,18037440,9275040,129,1,40237500
2996,,17,4,66600,232780,3000,"100,700405,1|100,12001,3|100,12002,5|100,10702,1",12526,6441,900,18037440,9275040,229,0,40260000
2997,,17,4,66600,232790,3000,"100,700406,1|100,12001,3|100,12002,5|100,10702,1",12526,6441,900,18037440,9275040,329,0,40282500
2998,,17,4,66600,232800,3000,"100,700407,1|100,12001,3|100,12002,5|100,10702,1",12526,6441,900,18037440,9275040,429,0,40305000
2999,,17,4,66600,232810,3000,"100,700408,1|100,12001,3|100,12002,5|100,10702,1",12526,6442,900,18037440,9276480,29,0,40327500
3000,,17,5,66600,232820,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6442,900,18037440,9276480,129,1,40350000
3001,,17,4,68400,232830,3000,"100,700105,1|100,12001,3|100,12002,6|100,10702,1",12526,6442,901,18037440,9276480,229,0,40372500
3002,,17,5,68400,232840,3000,"100,700106,1|100,12001,3|100,12002,6|100,10702,1",12526,6442,901,18037440,9276480,329,0,40395000
3003,,17,3,68400,232850,3000,"100,700107,1|100,12001,3|100,12002,6|100,10702,1",12526,6443,901,18037440,9277920,429,0,40417500
3004,,17,5,68400,232860,3000,"100,700108,1|100,12001,3|100,12002,6|100,10702,1",12526,6443,901,18037440,9277920,29,0,40440000
3005,,17,5,68400,232870,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6443,901,18037440,9277920,129,1,40462500
3006,,17,5,68400,232880,3000,"100,700205,1|100,12001,3|100,12002,6|100,10702,1",12526,6444,901,18037440,9279360,229,0,40485000
3007,,17,5,68400,232890,3000,"100,700206,1|100,12001,3|100,12002,6|100,10702,1",12526,6444,901,18037440,9279360,329,0,40507500
3008,,17,5,68400,232900,3000,"100,700207,1|100,12001,3|100,12002,6|100,10702,1",12526,6444,901,18037440,9279360,429,0,40530000
3009,,17,5,68400,232910,3000,"100,700208,1|100,12001,3|100,12002,6|100,10702,1",12526,6444,901,18037440,9279360,29,0,40552500
3010,,17,4,68400,232920,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6445,901,18037440,9280800,129,1,40575000
3011,,17,5,68400,232930,3000,"100,700305,1|100,12001,3|100,12002,6|100,10702,1",12526,6445,901,18037440,9280800,229,0,40597500
3012,,17,5,68400,232940,3000,"100,700306,1|100,12001,3|100,12002,6|100,10702,1",12526,6445,901,18037440,9280800,329,0,40620000
3013,,17,5,68400,232950,3000,"100,700307,1|100,12001,3|100,12002,6|100,10702,1",12526,6445,901,18037440,9280800,429,0,40642500
3014,,17,5,68400,232960,3000,"100,700308,1|100,12001,3|100,12002,6|100,10702,1",12526,6446,901,18037440,9282240,29,0,40665000
3015,,17,5,68400,232970,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6446,901,18037440,9282240,129,1,40687500
3016,,1,3,68400,232980,3000,"100,700405,1|100,12001,3|100,12002,6|100,10702,1",12526,6446,901,18037440,9282240,229,0,40710000
3017,,1,5,68400,232990,3000,"100,700406,1|100,12001,3|100,12002,6|100,10702,1",12526,6447,901,18037440,9283680,329,0,40732500
3018,,1,5,68400,233000,3000,"100,700407,1|100,12001,3|100,12002,6|100,10702,1",12526,6447,901,18037440,9283680,429,0,40755000
3019,,1,5,68400,233010,3000,"100,700408,1|100,12001,3|100,12002,6|100,10702,1",12526,6447,901,18037440,9283680,29,0,40777500
3020,,1,5,68400,233020,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6447,901,18037440,9283680,129,1,40800000
3021,,1,5,68400,233030,3000,"100,700105,1|100,12001,3|100,12002,6|100,10702,1",12526,6448,902,18037440,9285120,229,0,40822500
3022,,1,5,68400,233040,3000,"100,700106,1|100,12001,3|100,12002,6|100,10702,1",12526,6448,902,18037440,9285120,329,0,40845000
3023,,1,5,68400,233050,3000,"100,700107,1|100,12001,3|100,12002,6|100,10702,1",12526,6448,902,18037440,9285120,429,0,40867500
3024,,1,5,68400,233060,3000,"100,700108,1|100,12001,3|100,12002,6|100,10702,1",12526,6448,902,18037440,9285120,29,0,40890000
3025,,1,5,68400,233070,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6449,902,18037440,9286560,129,1,40912500
3026,,1,5,68400,233080,3000,"100,700205,1|100,12001,3|100,12002,6|100,10702,1",12526,6449,902,18037440,9286560,229,0,40935000
3027,,1,5,68400,233090,3000,"100,700206,1|100,12001,3|100,12002,6|100,10702,1",12526,6449,902,18037440,9286560,329,0,40957500
3028,,1,4,68400,233100,3000,"100,700207,1|100,12001,3|100,12002,6|100,10702,1",12526,6450,902,18037440,9288000,429,0,40980000
3029,,1,5,68400,233110,3000,"100,700208,1|100,12001,3|100,12002,6|100,10702,1",12526,6450,902,18037440,9288000,429,0,41002500
3030,,1,4,68400,233120,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6450,902,18037440,9288000,29,1,41025000
3031,,1,5,68400,233130,3000,"100,700305,1|100,12001,3|100,12002,6|100,10702,1",12526,6450,902,18037440,9288000,129,0,41047500
3032,,1,3,68400,233140,3000,"100,700306,1|100,12001,3|100,12002,6|100,10702,1",12526,6451,902,18037440,9289440,229,0,41070000
3033,,1,5,68400,233150,3000,"100,700307,1|100,12001,3|100,12002,6|100,10702,1",12526,6451,902,18037440,9289440,329,0,41092500
3034,,1,5,68400,233160,3000,"100,700308,1|100,12001,3|100,12002,6|100,10702,1",12526,6451,902,18037440,9289440,429,0,41115000
3035,,1,5,68400,233170,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6451,902,18037440,9289440,29,1,41137500
3036,,2,5,68400,233180,3000,"100,700405,1|100,12001,3|100,12002,6|100,10702,1",12526,6452,902,18037440,9290880,129,0,41160000
3037,,2,5,68400,233190,3000,"100,700406,1|100,12001,3|100,12002,6|100,10702,1",12526,6452,902,18037440,9290880,229,0,41182500
3038,,2,5,68400,233200,3000,"100,700407,1|100,12001,3|100,12002,6|100,10702,1",12526,6452,902,18037440,9290880,329,0,41205000
3039,,2,4,68400,233210,3000,"100,700408,1|100,12001,3|100,12002,6|100,10702,1",12526,6452,902,18037440,9290880,429,0,41227500
3040,,2,5,68400,233220,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6453,902,18037440,9292320,29,1,41250000
3041,,2,5,68400,233230,3000,"100,700105,1|100,12001,3|100,12002,6|100,10702,1",12526,6453,903,18037440,9292320,129,0,41272500
3042,,2,5,68400,233240,3000,"100,700106,1|100,12001,3|100,12002,6|100,10702,1",12526,6453,903,18037440,9292320,229,0,41295000
3043,,2,5,68400,233250,3000,"100,700107,1|100,12001,3|100,12002,6|100,10702,1",12526,6454,903,18037440,9293760,329,0,41317500
3044,,2,5,68400,233260,3000,"100,700108,1|100,12001,3|100,12002,6|100,10702,1",12526,6454,903,18037440,9293760,429,0,41340000
3045,,2,3,68400,233270,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6454,903,18037440,9293760,29,1,41362500
3046,,2,5,68400,233280,3000,"100,700205,1|100,12001,3|100,12002,6|100,10702,1",12526,6454,903,18037440,9293760,129,0,41385000
3047,,2,5,68400,233290,3000,"100,700206,1|100,12001,3|100,12002,6|100,10702,1",12526,6455,903,18037440,9295200,229,0,41407500
3048,,2,5,68400,233300,3000,"100,700207,1|100,12001,3|100,12002,6|100,10702,1",12526,6455,903,18037440,9295200,329,0,41430000
3049,,2,5,68400,233310,3000,"100,700208,1|100,12001,3|100,12002,6|100,10702,1",12526,6455,903,18037440,9295200,429,0,41452500
3050,,2,5,68400,233320,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6455,903,18037440,9295200,29,1,41475000
3051,,2,5,68400,233330,3000,"100,700305,1|100,12001,3|100,12002,6|100,10702,1",12526,6456,903,18037440,9296640,129,0,41497500
3052,,2,5,68400,233340,3000,"100,700306,1|100,12001,3|100,12002,6|100,10702,1",12526,6456,903,18037440,9296640,229,0,41520000
3053,,2,5,68400,233350,3000,"100,700307,1|100,12001,3|100,12002,6|100,10702,1",12526,6456,903,18037440,9296640,329,0,41542500
3054,,2,5,68400,233360,3000,"100,700308,1|100,12001,3|100,12002,6|100,10702,1",12526,6457,903,18037440,9298080,429,0,41565000
3055,,2,5,68400,233370,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6457,903,18037440,9298080,429,1,41587500
3056,,3,5,68400,233380,3000,"100,700405,1|100,12001,3|100,12002,6|100,10702,1",12526,6457,903,18037440,9298080,29,0,41610000
3057,,3,4,68400,233390,3000,"100,700406,1|100,12001,3|100,12002,6|100,10702,1",12526,6457,903,18037440,9298080,129,0,41632500
3058,,3,5,68400,233400,3000,"100,700407,1|100,12001,3|100,12002,6|100,10702,1",12526,6458,903,18037440,9299520,229,0,41655000
3059,,3,4,68400,233410,3000,"100,700408,1|100,12001,3|100,12002,6|100,10702,1",12526,6458,903,18037440,9299520,329,0,41677500
3060,,3,5,68400,233420,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6458,903,18037440,9299520,429,1,41700000
3061,,3,3,68400,233430,3000,"100,700105,1|100,12001,3|100,12002,6|100,10702,1",12526,6458,904,18037440,9299520,29,0,41722500
3062,,3,5,68400,233440,3000,"100,700106,1|100,12001,3|100,12002,6|100,10702,1",12526,6459,904,18037440,9300960,129,0,41745000
3063,,3,5,68400,233450,3000,"100,700107,1|100,12001,3|100,12002,6|100,10702,1",12526,6459,904,18037440,9300960,229,0,41767500
3064,,3,5,68400,233460,3000,"100,700108,1|100,12001,3|100,12002,6|100,10702,1",12526,6459,904,18037440,9300960,329,0,41790000
3065,,3,5,68400,233470,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6460,904,18037440,9302400,429,1,41812500
3066,,3,5,68400,233480,3000,"100,700205,1|100,12001,3|100,12002,6|100,10702,1",12526,6460,904,18037440,9302400,29,0,41835000
3067,,3,5,68400,233490,3000,"100,700206,1|100,12001,3|100,12002,6|100,10702,1",12526,6460,904,18037440,9302400,129,0,41857500
3068,,3,4,68400,233500,3000,"100,700207,1|100,12001,3|100,12002,6|100,10702,1",12526,6460,904,18037440,9302400,229,0,41880000
3069,,3,5,68400,233510,3000,"100,700208,1|100,12001,3|100,12002,6|100,10702,1",12526,6461,904,18037440,9303840,329,0,41902500
3070,,3,5,68400,233520,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",12526,6461,904,18037440,9303840,429,1,41925000
3071,,3,5,68400,233530,3000,"100,700305,1|100,12001,3|100,12002,6|100,10702,1",12526,6461,904,18037440,9303840,29,0,41947500
3072,,3,5,68400,233540,3000,"100,700306,1|100,12001,3|100,12002,6|100,10702,1",12526,6461,904,18037440,9303840,129,0,41970000
3073,,3,5,68400,233550,3000,"100,700307,1|100,12001,3|100,12002,6|100,10702,1",12526,6462,904,18037440,9305280,229,0,41992500
3074,,3,3,68400,233560,3000,"100,700308,1|100,12001,3|100,12002,6|100,10702,1",12526,6462,904,18037440,9305280,329,0,42015000
3075,,3,5,68400,233570,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",12526,6462,904,18037440,9305280,429,1,42037500
3076,,4,5,68400,233580,3000,"100,700405,1|100,12001,3|100,12002,6|100,10702,1",12526,6462,904,18037440,9305280,29,0,42060000
3077,,4,5,68400,233590,3000,"100,700406,1|100,12001,3|100,12002,6|100,10702,1",12526,6463,904,18037440,9306720,129,0,42082500
3078,,4,5,68400,233600,3000,"100,700407,1|100,12001,3|100,12002,6|100,10702,1",12526,6463,904,18037440,9306720,229,0,42105000
3079,,4,5,68400,233610,3000,"100,700408,1|100,12001,3|100,12002,6|100,10702,1",12526,6463,904,18037440,9306720,329,0,42127500
